interseccion,año,mes,dia,dia_semana,hora,hechos_viales
MONTES ROCALLOSOS con SIERRA NEVADA,2018,3,23,Viernes,22,1
MONTES ROCALLOSOS con SIERRA NEVADA,2018,4,30,Lunes,16,1
MONTES ROCALLOSOS con SIERRA NEVADA,2018,8,2,Jueves,15,1
MONTES ROCALLOSOS con SIERRA NEVADA,2018,12,19,Miércoles,10,1
MONTES ROCALLOSOS con SIERRA NEVADA,2018,12,21,Viernes,12,1
MONTES ROCALLOSOS con SIERRA NEVADA,2019,2,14,Jueves,15,1
MONTES ROCALLOSOS con SIERRA NEVADA,2019,3,4,Lunes,23,1
MONTES ROCALLOSOS con SIERRA NEVADA,2019,4,12,Viernes,17,1
MONTES ROCALLOSOS con SIERRA NEVADA,2019,5,31,Viernes,14,1
MONTES ROCALLOSOS con SIERRA NEVADA,2019,6,3,Lunes,18,1
MONTES ROCALLOSOS con SIERRA NEVADA,2020,2,28,Viernes,13,1
MONTPARNASSE CON PRIV. MONTPARNASSE,2016,2,23,Martes,17,1
MONTPARNASSE CON PRIV. MONTPARNASSE,2020,3,15,Domingo,16,1
MORELOS CON 16 DE SEP.,2015,9,18,Viernes,12,1
MORELOS CON 16 DE SEP.,2017,1,26,Jueves,12,1
MORELOS CON 2 DE ABRIL,2015,4,23,Jueves,16,1
MORELOS CON 2 DE ABRIL,2015,10,7,Miércoles,19,1
MORELOS CON 2 DE ABRIL,2016,3,18,Viernes,15,1
MORELOS CON 2 DE ABRIL,2017,1,11,Miércoles,21,1
MORELOS CON 2 DE ABRIL,2020,1,31,Viernes,19,1
MORELOS CON 5 DE MAYO,2015,11,1,Domingo,0,1
MORELOS CON 5 DE MAYO,2017,7,12,Miércoles,10,1
MORELOS CON CANTERAS,2015,2,19,Jueves,10,1
MORELOS CON EMILIO CARRANZA,2016,8,7,Domingo,13,1
MORELOS CON GALEANA,2015,12,3,Jueves,16,1
MORELOS CON GALEANA,2015,12,10,Jueves,7,1
MORELOS CON GALEANA,2016,1,11,Lunes,10,1
MORELOS CON GALEANA,2016,3,2,Miércoles,1,1
MORELOS CON GALEANA,2016,3,11,Viernes,13,1
MORELOS CON GALEANA,2016,5,5,Jueves,15,1
MORELOS CON GALEANA,2016,5,19,Jueves,22,1
MORELOS CON GALEANA,2016,5,25,Miércoles,19,1
MORELOS CON GALEANA,2016,5,30,Lunes,19,1
MORELOS CON GALEANA,2016,12,16,Viernes,4,1
MORELOS CON GALEANA,2019,7,17,Miércoles,14,1
MORELOS CON INDEPENDENCIA,2015,8,14,Viernes,2,1
MORELOS CON INDEPENDENCIA,2016,9,22,Jueves,17,1
MORELOS CON INDEPENDENCIA,2017,2,17,Viernes,2,1
MORELOS CON INDEPENDENCIA,2018,3,6,Martes,11,1
MORELOS CON INDEPENDENCIA,2018,6,2,Sábado,9,1
MORELOS CON INDEPENDENCIA,2019,7,23,Martes,3,1
MORELOS CON LIBERTAD,2015,1,9,Viernes,14,1
MORELOS CON LIBERTAD,2017,8,24,Jueves,11,1
MORELOS CON LIBERTAD,2018,2,13,Martes,15,1
MORELOS CON LIBERTAD,2018,3,21,Miércoles,19,1
MORELOS CON PRIV. GANTE,2019,8,13,Martes,6,1
MORELOS CON PUEBLA,2015,5,19,Martes,16,1
MORELOS CON PUEBLA,2015,8,17,Lunes,17,1
MORELOS CON PUEBLA,2016,4,28,Jueves,14,1
MORELOS CON PUEBLA,2016,7,20,Miércoles,15,1
MORELOS CON REFORMA,2015,4,4,Sábado,0,1
MORELOS CON REFORMA,2015,10,10,Sábado,13,1
MORELOS CON REFORMA,2016,5,29,Domingo,8,1
MORELOS CON REFORMA,2016,8,24,Miércoles,13,1
MORELOS CON REFORMA,2016,9,19,Lunes,9,1
MORELOS CON REFORMA,2016,10,14,Viernes,12,1
MORELOS CON REFORMA,2016,11,3,Jueves,0,1
MORELOS CON REFORMA,2017,3,27,Lunes,13,1
MORELOS CON REFORMA,2017,5,12,Viernes,12,1
MORELOS CON REFORMA,2017,7,13,Jueves,4,1
MORELOS CON REFORMA,2018,1,18,Jueves,14,1
MORELOS CON REFORMA,2018,2,28,Miércoles,13,1
MORELOS CON REFORMA,2018,4,3,Martes,13,1
MORELOS CON REFORMA,2018,4,16,Lunes,19,1
MORELOS CON REFORMA,2020,9,8,Martes,13,1
MORONES PRIETO CON ARTICULO 27,2015,5,23,Sábado,8,1
MORONES PRIETO CON ARTICULO 27,2015,9,6,Domingo,9,1
MORONES PRIETO CON ARTICULO 27,2016,9,15,Jueves,9,1
MORONES PRIETO CON ARTICULO 27,2016,11,8,Martes,9,2
MORONES PRIETO CON ARTICULO 27,2016,11,11,Viernes,9,1
MORONES PRIETO CON ARTICULO 27,2017,1,26,Jueves,9,1
MORONES PRIETO CON ARTICULO 27,2017,7,5,Miércoles,10,1
MORONES PRIETO CON ARTICULO 27,2017,7,7,Viernes,9,1
MORONES PRIETO CON ARTICULO 27,2018,1,31,Miércoles,9,1
MORONES PRIETO CON ARTICULO 27,2018,10,10,Miércoles,9,1
MORONES PRIETO CON ARTICULO 27,2018,12,12,Miércoles,9,1
MORONES PRIETO CON ARTICULO 27,2019,8,28,Miércoles,9,1
MORONES PRIETO CON BATALLON DE SAN PATRICIO,2017,1,26,Jueves,10,1
MORONES PRIETO CON BENITO J. FEIJOR,2016,5,15,Domingo,10,1
MORONES PRIETO CON BENITO J. FEIJOR,2018,11,3,Sábado,10,1
MORONES PRIETO CON BENITO JUAREZ,2015,1,1,Jueves,6,1
MORONES PRIETO CON BENITO JUAREZ,2015,1,2,Viernes,9,1
MORONES PRIETO CON BENITO JUAREZ,2015,1,6,Martes,9,1
MORONES PRIETO CON BENITO JUAREZ,2015,1,7,Miércoles,13,1
MORONES PRIETO CON BENITO JUAREZ,2015,1,10,Sábado,13,1
MORONES PRIETO CON BENITO JUAREZ,2015,1,13,Martes,6,2
MORONES PRIETO CON BENITO JUAREZ,2015,1,13,Martes,8,1
MORONES PRIETO CON BENITO JUAREZ,2015,1,18,Domingo,15,1
MORONES PRIETO CON BENITO JUAREZ,2015,1,22,Jueves,8,1
MORONES PRIETO CON BENITO JUAREZ,2015,1,22,Jueves,14,1
MORONES PRIETO CON BENITO JUAREZ,2015,1,23,Viernes,9,1
MORONES PRIETO CON BENITO JUAREZ,2015,1,25,Domingo,14,1
MORONES PRIETO CON BENITO JUAREZ,2015,1,31,Sábado,14,1
MORONES PRIETO CON BENITO JUAREZ,2015,1,31,Sábado,16,1
MORONES PRIETO CON BENITO JUAREZ,2015,2,2,Lunes,9,1
MORONES PRIETO CON BENITO JUAREZ,2015,2,6,Viernes,13,1
MORONES PRIETO CON BENITO JUAREZ,2015,2,8,Domingo,11,1
MORONES PRIETO CON BENITO JUAREZ,2015,2,12,Jueves,10,1
MORONES PRIETO CON BENITO JUAREZ,2015,2,12,Jueves,20,1
MORONES PRIETO CON BENITO JUAREZ,2015,2,23,Lunes,18,1
MORONES PRIETO CON BENITO JUAREZ,2015,2,24,Martes,7,1
MORONES PRIETO CON BENITO JUAREZ,2015,2,26,Jueves,11,1
MORONES PRIETO CON BENITO JUAREZ,2015,2,27,Viernes,8,1
MORONES PRIETO CON BENITO JUAREZ,2015,2,27,Viernes,12,1
MORONES PRIETO CON BENITO JUAREZ,2015,2,27,Viernes,20,1
MORONES PRIETO CON BENITO JUAREZ,2015,3,1,Domingo,15,1
MORONES PRIETO CON BENITO JUAREZ,2015,3,2,Lunes,14,1
MORONES PRIETO CON BENITO JUAREZ,2015,3,8,Domingo,15,2
MORONES PRIETO CON BENITO JUAREZ,2015,3,8,Domingo,16,2
MORONES PRIETO CON BENITO JUAREZ,2015,3,8,Domingo,17,1
MORONES PRIETO CON BENITO JUAREZ,2015,3,9,Lunes,8,1
MORONES PRIETO CON BENITO JUAREZ,2015,3,11,Miércoles,13,1
MORONES PRIETO CON BENITO JUAREZ,2015,3,19,Jueves,16,1
MORONES PRIETO CON BENITO JUAREZ,2015,3,21,Sábado,9,1
MORONES PRIETO CON BENITO JUAREZ,2015,3,21,Sábado,17,1
MORONES PRIETO CON BENITO JUAREZ,2015,3,27,Viernes,12,1
MORONES PRIETO CON BENITO JUAREZ,2015,4,1,Miércoles,19,1
MORONES PRIETO CON BENITO JUAREZ,2015,4,8,Miércoles,16,1
MORONES PRIETO CON BENITO JUAREZ,2015,4,10,Viernes,11,1
MORONES PRIETO CON BENITO JUAREZ,2015,4,11,Sábado,13,1
MORONES PRIETO CON BENITO JUAREZ,2015,4,11,Sábado,17,1
MORONES PRIETO CON BENITO JUAREZ,2015,4,15,Miércoles,20,1
MORONES PRIETO CON BENITO JUAREZ,2015,4,17,Viernes,16,1
MORONES PRIETO CON BENITO JUAREZ,2015,4,18,Sábado,19,1
MORONES PRIETO CON BENITO JUAREZ,2015,4,22,Miércoles,20,1
MORONES PRIETO CON BENITO JUAREZ,2015,4,23,Jueves,16,1
MORONES PRIETO CON BENITO JUAREZ,2015,4,24,Viernes,12,1
MORONES PRIETO CON BENITO JUAREZ,2015,4,24,Viernes,16,1
MORONES PRIETO CON BENITO JUAREZ,2015,5,4,Lunes,20,1
MORONES PRIETO CON BENITO JUAREZ,2015,5,5,Martes,9,1
MORONES PRIETO CON BENITO JUAREZ,2015,5,5,Martes,17,1
MORONES PRIETO CON BENITO JUAREZ,2015,5,6,Miércoles,3,1
MORONES PRIETO CON BENITO JUAREZ,2015,5,8,Viernes,12,2
MORONES PRIETO CON BENITO JUAREZ,2015,5,8,Viernes,13,1
MORONES PRIETO CON BENITO JUAREZ,2015,5,8,Viernes,20,1
MORONES PRIETO CON BENITO JUAREZ,2015,5,9,Sábado,15,1
MORONES PRIETO CON BENITO JUAREZ,2015,5,12,Martes,15,1
MORONES PRIETO CON BENITO JUAREZ,2015,5,15,Viernes,18,1
MORONES PRIETO CON BENITO JUAREZ,2015,5,16,Sábado,18,1
MORONES PRIETO CON BENITO JUAREZ,2015,5,22,Viernes,13,1
MORONES PRIETO CON BENITO JUAREZ,2015,5,23,Sábado,16,1
MORONES PRIETO CON BENITO JUAREZ,2015,5,23,Sábado,21,1
MORONES PRIETO CON BENITO JUAREZ,2015,5,29,Viernes,8,1
MORONES PRIETO CON BENITO JUAREZ,2015,5,29,Viernes,9,1
MORONES PRIETO CON BENITO JUAREZ,2015,5,30,Sábado,20,1
MORONES PRIETO CON BENITO JUAREZ,2015,6,1,Lunes,0,1
MORONES PRIETO CON BENITO JUAREZ,2015,6,9,Martes,9,1
MORONES PRIETO CON BENITO JUAREZ,2015,6,10,Miércoles,13,1
MORONES PRIETO CON BENITO JUAREZ,2015,6,11,Jueves,11,1
MORONES PRIETO CON BENITO JUAREZ,2015,6,16,Martes,14,2
MORONES PRIETO CON BENITO JUAREZ,2015,6,16,Martes,15,1
MORONES PRIETO CON BENITO JUAREZ,2015,6,17,Miércoles,15,2
MORONES PRIETO CON BENITO JUAREZ,2015,6,18,Jueves,16,1
MORONES PRIETO CON BENITO JUAREZ,2015,6,19,Viernes,10,1
MORONES PRIETO CON BENITO JUAREZ,2015,6,19,Viernes,21,1
MORONES PRIETO CON BENITO JUAREZ,2015,6,20,Sábado,16,1
MORONES PRIETO CON BENITO JUAREZ,2015,6,22,Lunes,8,1
MORONES PRIETO CON BENITO JUAREZ,2015,6,22,Lunes,13,1
MORONES PRIETO CON BENITO JUAREZ,2015,6,22,Lunes,16,1
MORONES PRIETO CON BENITO JUAREZ,2015,6,22,Lunes,19,1
MORONES PRIETO CON BENITO JUAREZ,2015,6,29,Lunes,13,1
MORONES PRIETO CON BENITO JUAREZ,2015,7,6,Lunes,13,2
MORONES PRIETO CON BENITO JUAREZ,2015,7,7,Martes,8,1
MORONES PRIETO CON BENITO JUAREZ,2015,7,21,Martes,19,1
MORONES PRIETO CON BENITO JUAREZ,2015,7,25,Sábado,12,1
MORONES PRIETO CON BENITO JUAREZ,2015,7,28,Martes,12,1
MORONES PRIETO CON BENITO JUAREZ,2015,7,31,Viernes,16,1
MORONES PRIETO CON BENITO JUAREZ,2015,8,5,Miércoles,11,1
MORONES PRIETO CON BENITO JUAREZ,2015,8,17,Lunes,10,1
MORONES PRIETO CON BENITO JUAREZ,2015,8,17,Lunes,12,1
MORONES PRIETO CON BENITO JUAREZ,2015,8,18,Martes,19,1
MORONES PRIETO CON BENITO JUAREZ,2015,8,20,Jueves,20,1
MORONES PRIETO CON BENITO JUAREZ,2015,8,26,Miércoles,15,1
MORONES PRIETO CON BENITO JUAREZ,2015,8,27,Jueves,13,1
MORONES PRIETO CON BENITO JUAREZ,2015,8,30,Domingo,10,1
MORONES PRIETO CON BENITO JUAREZ,2015,9,2,Miércoles,9,1
MORONES PRIETO CON BENITO JUAREZ,2015,9,2,Miércoles,10,1
MORONES PRIETO CON BENITO JUAREZ,2015,9,3,Jueves,13,1
MORONES PRIETO CON BENITO JUAREZ,2015,9,4,Viernes,9,1
MORONES PRIETO CON BENITO JUAREZ,2015,9,7,Lunes,16,1
MORONES PRIETO CON BENITO JUAREZ,2015,9,8,Martes,18,1
MORONES PRIETO CON BENITO JUAREZ,2015,9,9,Miércoles,8,1
MORONES PRIETO CON BENITO JUAREZ,2015,9,11,Viernes,13,3
MORONES PRIETO CON BENITO JUAREZ,2015,9,11,Viernes,17,1
MORONES PRIETO CON BENITO JUAREZ,2015,9,13,Domingo,14,1
MORONES PRIETO CON BENITO JUAREZ,2015,9,20,Domingo,11,1
MORONES PRIETO CON BENITO JUAREZ,2015,9,20,Domingo,13,4
MORONES PRIETO CON BENITO JUAREZ,2015,9,21,Lunes,11,3
MORONES PRIETO CON BENITO JUAREZ,2015,9,22,Martes,17,1
MORONES PRIETO CON BENITO JUAREZ,2015,9,25,Viernes,8,1
MORONES PRIETO CON BENITO JUAREZ,2015,9,28,Lunes,3,1
MORONES PRIETO CON BENITO JUAREZ,2015,9,29,Martes,9,1
MORONES PRIETO CON BENITO JUAREZ,2015,10,1,Jueves,17,1
MORONES PRIETO CON BENITO JUAREZ,2015,10,3,Sábado,19,1
MORONES PRIETO CON BENITO JUAREZ,2015,10,4,Domingo,8,1
MORONES PRIETO CON BENITO JUAREZ,2015,10,4,Domingo,16,1
MORONES PRIETO CON BENITO JUAREZ,2015,10,5,Lunes,17,1
MORONES PRIETO CON BENITO JUAREZ,2015,10,5,Lunes,19,2
MORONES PRIETO CON BENITO JUAREZ,2015,10,6,Martes,8,2
MORONES PRIETO CON BENITO JUAREZ,2015,10,6,Martes,9,3
MORONES PRIETO CON BENITO JUAREZ,2015,10,6,Martes,16,1
MORONES PRIETO CON BENITO JUAREZ,2015,10,7,Miércoles,13,1
MORONES PRIETO CON BENITO JUAREZ,2015,10,9,Viernes,10,1
MORONES PRIETO CON BENITO JUAREZ,2015,10,9,Viernes,11,1
MORONES PRIETO CON BENITO JUAREZ,2015,10,9,Viernes,15,1
MORONES PRIETO CON BENITO JUAREZ,2015,10,10,Sábado,8,1
MORONES PRIETO CON BENITO JUAREZ,2015,10,10,Sábado,9,1
MORONES PRIETO CON BENITO JUAREZ,2015,10,10,Sábado,12,1
MORONES PRIETO CON BENITO JUAREZ,2015,10,10,Sábado,13,1
MORONES PRIETO CON BENITO JUAREZ,2015,10,10,Sábado,18,1
MORONES PRIETO CON BENITO JUAREZ,2015,10,14,Miércoles,13,1
MORONES PRIETO CON BENITO JUAREZ,2015,10,15,Jueves,9,1
MORONES PRIETO CON BENITO JUAREZ,2015,10,15,Jueves,17,1
MORONES PRIETO CON BENITO JUAREZ,2015,10,16,Viernes,15,1
MORONES PRIETO CON BENITO JUAREZ,2015,10,16,Viernes,16,1
MORONES PRIETO CON BENITO JUAREZ,2015,10,17,Sábado,18,1
MORONES PRIETO CON BENITO JUAREZ,2015,10,17,Sábado,21,1
MORONES PRIETO CON BENITO JUAREZ,2015,10,18,Domingo,17,1
MORONES PRIETO CON BENITO JUAREZ,2015,10,23,Viernes,17,1
MORONES PRIETO CON BENITO JUAREZ,2015,10,24,Sábado,7,1
MORONES PRIETO CON BENITO JUAREZ,2015,10,24,Sábado,8,1
MORONES PRIETO CON BENITO JUAREZ,2015,10,24,Sábado,9,1
MORONES PRIETO CON BENITO JUAREZ,2015,10,24,Sábado,14,1
MORONES PRIETO CON BENITO JUAREZ,2015,10,24,Sábado,19,1
MORONES PRIETO CON BENITO JUAREZ,2015,10,30,Viernes,8,1
MORONES PRIETO CON BENITO JUAREZ,2015,10,30,Viernes,12,1
MORONES PRIETO CON BENITO JUAREZ,2015,10,30,Viernes,13,1
MORONES PRIETO CON BENITO JUAREZ,2015,10,31,Sábado,8,1
MORONES PRIETO CON BENITO JUAREZ,2015,11,1,Domingo,11,1
MORONES PRIETO CON BENITO JUAREZ,2015,11,1,Domingo,12,1
MORONES PRIETO CON BENITO JUAREZ,2015,11,6,Viernes,14,1
MORONES PRIETO CON BENITO JUAREZ,2015,11,7,Sábado,11,2
MORONES PRIETO CON BENITO JUAREZ,2015,11,7,Sábado,13,1
MORONES PRIETO CON BENITO JUAREZ,2015,11,7,Sábado,14,2
MORONES PRIETO CON BENITO JUAREZ,2015,11,7,Sábado,15,2
MORONES PRIETO CON BENITO JUAREZ,2015,11,7,Sábado,16,2
MORONES PRIETO CON BENITO JUAREZ,2015,11,8,Domingo,16,1
MORONES PRIETO CON BENITO JUAREZ,2015,11,8,Domingo,17,1
MORONES PRIETO CON BENITO JUAREZ,2015,11,8,Domingo,18,2
MORONES PRIETO CON BENITO JUAREZ,2015,11,8,Domingo,20,1
MORONES PRIETO CON BENITO JUAREZ,2015,11,9,Lunes,19,1
MORONES PRIETO CON BENITO JUAREZ,2015,11,12,Jueves,11,1
MORONES PRIETO CON BENITO JUAREZ,2015,11,12,Jueves,20,1
MORONES PRIETO CON BENITO JUAREZ,2015,11,13,Viernes,9,1
MORONES PRIETO CON BENITO JUAREZ,2015,11,14,Sábado,8,1
MORONES PRIETO CON BENITO JUAREZ,2015,11,14,Sábado,9,1
MORONES PRIETO CON BENITO JUAREZ,2015,11,14,Sábado,10,1
MORONES PRIETO CON BENITO JUAREZ,2015,11,14,Sábado,18,1
MORONES PRIETO CON BENITO JUAREZ,2015,11,14,Sábado,22,1
MORONES PRIETO CON BENITO JUAREZ,2015,11,21,Sábado,9,1
MORONES PRIETO CON BENITO JUAREZ,2015,11,22,Domingo,10,1
MORONES PRIETO CON BENITO JUAREZ,2015,11,23,Lunes,12,1
MORONES PRIETO CON BENITO JUAREZ,2015,11,23,Lunes,21,1
MORONES PRIETO CON BENITO JUAREZ,2015,11,26,Jueves,10,1
MORONES PRIETO CON BENITO JUAREZ,2015,11,27,Viernes,3,1
MORONES PRIETO CON BENITO JUAREZ,2015,11,27,Viernes,8,1
MORONES PRIETO CON BENITO JUAREZ,2015,11,27,Viernes,9,3
MORONES PRIETO CON BENITO JUAREZ,2015,11,27,Viernes,13,1
MORONES PRIETO CON BENITO JUAREZ,2015,11,28,Sábado,13,4
MORONES PRIETO CON BENITO JUAREZ,2015,11,28,Sábado,15,1
MORONES PRIETO CON BENITO JUAREZ,2015,11,28,Sábado,16,1
MORONES PRIETO CON BENITO JUAREZ,2015,11,28,Sábado,18,1
MORONES PRIETO CON BENITO JUAREZ,2015,11,28,Sábado,19,1
MORONES PRIETO CON BENITO JUAREZ,2015,11,28,Sábado,20,1
MORONES PRIETO CON BENITO JUAREZ,2015,11,29,Domingo,18,1
MORONES PRIETO CON BENITO JUAREZ,2015,12,7,Lunes,9,1
MORONES PRIETO CON BENITO JUAREZ,2015,12,9,Miércoles,14,1
MORONES PRIETO CON BENITO JUAREZ,2015,12,9,Miércoles,15,1
MORONES PRIETO CON BENITO JUAREZ,2015,12,13,Domingo,13,1
MORONES PRIETO CON BENITO JUAREZ,2015,12,13,Domingo,16,1
MORONES PRIETO CON BENITO JUAREZ,2015,12,18,Viernes,10,1
MORONES PRIETO CON BENITO JUAREZ,2015,12,18,Viernes,19,1
MORONES PRIETO CON BENITO JUAREZ,2015,12,23,Miércoles,13,1
MORONES PRIETO CON BENITO JUAREZ,2015,12,27,Domingo,10,1
MORONES PRIETO CON BENITO JUAREZ,2015,12,27,Domingo,13,2
MORONES PRIETO CON BENITO JUAREZ,2015,12,27,Domingo,14,1
MORONES PRIETO CON BENITO JUAREZ,2015,12,27,Domingo,16,1
MORONES PRIETO CON BENITO JUAREZ,2015,12,28,Lunes,7,1
MORONES PRIETO CON BENITO JUAREZ,2015,12,28,Lunes,11,1
MORONES PRIETO CON BENITO JUAREZ,2015,12,28,Lunes,20,1
MORONES PRIETO CON BENITO JUAREZ,2015,12,31,Jueves,7,2
MORONES PRIETO CON BENITO JUAREZ,2015,12,31,Jueves,8,1
MORONES PRIETO CON BENITO JUAREZ,2015,12,31,Jueves,9,3
MORONES PRIETO CON BENITO JUAREZ,2015,12,31,Jueves,14,1
MORONES PRIETO CON BENITO JUAREZ,2015,12,31,Jueves,16,2
MORONES PRIETO CON BENITO JUAREZ,2015,12,31,Jueves,20,1
MORONES PRIETO CON BENITO JUAREZ,2016,1,1,Viernes,10,3
MORONES PRIETO CON BENITO JUAREZ,2016,1,1,Viernes,16,1
MORONES PRIETO CON BENITO JUAREZ,2016,1,3,Domingo,11,1
MORONES PRIETO CON BENITO JUAREZ,2016,1,5,Martes,19,1
MORONES PRIETO CON BENITO JUAREZ,2016,1,7,Jueves,0,1
MORONES PRIETO CON BENITO JUAREZ,2016,1,13,Miércoles,17,1
MORONES PRIETO CON BENITO JUAREZ,2016,1,16,Sábado,4,1
MORONES PRIETO CON BENITO JUAREZ,2016,1,18,Lunes,19,1
MORONES PRIETO CON BENITO JUAREZ,2016,1,19,Martes,19,1
MORONES PRIETO CON BENITO JUAREZ,2016,1,20,Miércoles,18,1
MORONES PRIETO CON BENITO JUAREZ,2016,1,21,Jueves,15,1
MORONES PRIETO CON BENITO JUAREZ,2016,1,26,Martes,21,1
MORONES PRIETO CON BENITO JUAREZ,2016,1,27,Miércoles,6,1
MORONES PRIETO CON BENITO JUAREZ,2016,1,27,Miércoles,12,1
MORONES PRIETO CON BENITO JUAREZ,2016,1,27,Miércoles,17,1
MORONES PRIETO CON BENITO JUAREZ,2016,1,27,Miércoles,19,1
MORONES PRIETO CON BENITO JUAREZ,2016,2,1,Lunes,13,1
MORONES PRIETO CON BENITO JUAREZ,2016,2,5,Viernes,15,1
MORONES PRIETO CON BENITO JUAREZ,2016,2,7,Domingo,19,1
MORONES PRIETO CON BENITO JUAREZ,2016,2,8,Lunes,9,1
MORONES PRIETO CON BENITO JUAREZ,2016,2,10,Miércoles,8,1
MORONES PRIETO CON BENITO JUAREZ,2016,2,10,Miércoles,19,1
MORONES PRIETO CON BENITO JUAREZ,2016,2,13,Sábado,8,1
MORONES PRIETO CON BENITO JUAREZ,2016,2,23,Martes,5,1
MORONES PRIETO CON BENITO JUAREZ,2016,2,23,Martes,9,1
MORONES PRIETO CON BENITO JUAREZ,2016,2,23,Martes,10,1
MORONES PRIETO CON BENITO JUAREZ,2016,2,25,Jueves,8,1
MORONES PRIETO CON BENITO JUAREZ,2016,2,26,Viernes,14,1
MORONES PRIETO CON BENITO JUAREZ,2016,2,27,Sábado,15,1
MORONES PRIETO CON BENITO JUAREZ,2016,3,1,Martes,12,1
MORONES PRIETO CON BENITO JUAREZ,2016,3,3,Jueves,16,1
MORONES PRIETO CON BENITO JUAREZ,2016,3,9,Miércoles,9,1
MORONES PRIETO CON BENITO JUAREZ,2016,3,9,Miércoles,10,1
MORONES PRIETO CON BENITO JUAREZ,2016,3,9,Miércoles,12,2
MORONES PRIETO CON BENITO JUAREZ,2016,3,9,Miércoles,13,1
MORONES PRIETO CON BENITO JUAREZ,2016,3,9,Miércoles,15,1
MORONES PRIETO CON BENITO JUAREZ,2016,3,11,Viernes,14,1
MORONES PRIETO CON BENITO JUAREZ,2016,3,13,Domingo,10,1
MORONES PRIETO CON BENITO JUAREZ,2016,3,15,Martes,10,1
MORONES PRIETO CON BENITO JUAREZ,2016,3,28,Lunes,8,1
MORONES PRIETO CON BENITO JUAREZ,2016,3,28,Lunes,9,4
MORONES PRIETO CON BENITO JUAREZ,2016,3,28,Lunes,10,3
MORONES PRIETO CON BENITO JUAREZ,2016,3,28,Lunes,11,1
MORONES PRIETO CON BENITO JUAREZ,2016,3,29,Martes,8,1
MORONES PRIETO CON BENITO JUAREZ,2016,4,2,Sábado,15,1
MORONES PRIETO CON BENITO JUAREZ,2016,4,2,Sábado,19,1
MORONES PRIETO CON BENITO JUAREZ,2016,4,3,Domingo,19,1
MORONES PRIETO CON BENITO JUAREZ,2016,4,5,Martes,7,2
MORONES PRIETO CON BENITO JUAREZ,2016,4,9,Sábado,14,1
MORONES PRIETO CON BENITO JUAREZ,2016,4,16,Sábado,13,1
MORONES PRIETO CON BENITO JUAREZ,2016,5,2,Lunes,15,1
MORONES PRIETO CON BENITO JUAREZ,2016,5,7,Sábado,16,1
MORONES PRIETO CON BENITO JUAREZ,2016,5,12,Jueves,12,1
MORONES PRIETO CON BENITO JUAREZ,2016,5,13,Viernes,19,1
MORONES PRIETO CON BENITO JUAREZ,2016,5,21,Sábado,13,1
MORONES PRIETO CON BENITO JUAREZ,2016,6,2,Jueves,15,1
MORONES PRIETO CON BENITO JUAREZ,2016,6,10,Viernes,10,1
MORONES PRIETO CON BENITO JUAREZ,2016,6,20,Lunes,12,1
MORONES PRIETO CON BENITO JUAREZ,2016,6,21,Martes,14,1
MORONES PRIETO CON BENITO JUAREZ,2016,7,1,Viernes,11,1
MORONES PRIETO CON BENITO JUAREZ,2016,7,15,Viernes,20,1
MORONES PRIETO CON BENITO JUAREZ,2016,7,16,Sábado,16,1
MORONES PRIETO CON BENITO JUAREZ,2016,7,24,Domingo,17,1
MORONES PRIETO CON BENITO JUAREZ,2016,7,27,Miércoles,17,1
MORONES PRIETO CON BENITO JUAREZ,2016,7,31,Domingo,10,1
MORONES PRIETO CON BENITO JUAREZ,2016,8,4,Jueves,8,1
MORONES PRIETO CON BENITO JUAREZ,2016,8,9,Martes,11,2
MORONES PRIETO CON BENITO JUAREZ,2016,8,9,Martes,14,1
MORONES PRIETO CON BENITO JUAREZ,2016,8,9,Martes,15,1
MORONES PRIETO CON BENITO JUAREZ,2016,8,19,Viernes,10,1
MORONES PRIETO CON BENITO JUAREZ,2016,9,2,Viernes,15,1
MORONES PRIETO CON BENITO JUAREZ,2016,9,6,Martes,17,1
MORONES PRIETO CON BENITO JUAREZ,2016,9,14,Miércoles,10,1
MORONES PRIETO CON BENITO JUAREZ,2016,9,15,Jueves,8,1
MORONES PRIETO CON BENITO JUAREZ,2016,9,21,Miércoles,9,1
MORONES PRIETO CON BENITO JUAREZ,2016,9,22,Jueves,13,1
MORONES PRIETO CON BENITO JUAREZ,2016,9,25,Domingo,15,1
MORONES PRIETO CON BENITO JUAREZ,2016,9,25,Domingo,17,1
MORONES PRIETO CON BENITO JUAREZ,2016,9,26,Lunes,8,1
MORONES PRIETO CON BENITO JUAREZ,2016,10,20,Jueves,12,1
MORONES PRIETO CON BENITO JUAREZ,2016,10,26,Miércoles,8,1
MORONES PRIETO CON BENITO JUAREZ,2016,11,2,Miércoles,8,1
MORONES PRIETO CON BENITO JUAREZ,2016,11,2,Miércoles,14,1
MORONES PRIETO CON BENITO JUAREZ,2016,11,8,Martes,8,1
MORONES PRIETO CON BENITO JUAREZ,2016,11,13,Domingo,19,1
MORONES PRIETO CON BENITO JUAREZ,2016,11,17,Jueves,19,1
MORONES PRIETO CON BENITO JUAREZ,2016,11,25,Viernes,8,1
MORONES PRIETO CON BENITO JUAREZ,2016,11,26,Sábado,15,1
MORONES PRIETO CON BENITO JUAREZ,2016,11,28,Lunes,12,1
MORONES PRIETO CON BENITO JUAREZ,2016,11,30,Miércoles,6,1
