interseccion,año,mes,dia,dia_semana,hora,hechos_viales
JOSE VASCONCELOS CON GUILLERMO PRIETO,2017,3,1,Miércoles,19,1
JOSE VASCONCELOS CON GUILLERMO PRIETO,2017,3,27,Lunes,17,1
JOSE VASCONCELOS CON GUILLERMO PRIETO,2017,4,18,Martes,19,1
JOSE VASCONCELOS CON GUILLERMO PRIETO,2017,4,25,Martes,9,1
JOSE VASCONCELOS CON GUILLERMO PRIETO,2017,8,24,Jueves,19,1
JOSE VASCONCELOS CON GUILLERMO PRIETO,2017,10,19,Jueves,16,1
JOSE VASCONCELOS CON GUILLERMO PRIETO,2017,12,7,Jueves,19,1
JOSE VASCONCELOS CON GUILLERMO PRIETO,2017,12,12,Martes,22,1
JOSE VASCONCELOS CON GUILLERMO PRIETO,2017,12,27,Miércoles,4,1
JOSE VASCONCELOS CON GUILLERMO PRIETO,2018,1,9,Martes,7,1
JOSE VASCONCELOS CON GUILLERMO PRIETO,2018,1,9,Martes,13,1
JOSE VASCONCELOS CON GUILLERMO PRIETO,2018,4,2,Lunes,18,1
JOSE VASCONCELOS CON GUILLERMO PRIETO,2018,4,24,Martes,8,1
JOSE VASCONCELOS CON GUILLERMO PRIETO,2018,5,10,Jueves,17,1
JOSE VASCONCELOS CON GUILLERMO PRIETO,2018,5,28,Lunes,9,1
JOSE VASCONCELOS CON GUILLERMO PRIETO,2018,7,2,Lunes,20,1
JOSE VASCONCELOS CON GUILLERMO PRIETO,2018,7,4,Miércoles,12,1
JOSE VASCONCELOS CON GUILLERMO PRIETO,2018,8,18,Sábado,16,1
JOSE VASCONCELOS CON GUILLERMO PRIETO,2018,9,11,Martes,6,1
JOSE VASCONCELOS CON GUILLERMO PRIETO,2018,9,16,Domingo,15,1
JOSE VASCONCELOS CON GUILLERMO PRIETO,2018,11,13,Martes,7,1
JOSE VASCONCELOS CON GUILLERMO PRIETO,2019,1,10,Jueves,20,1
JOSE VASCONCELOS CON GUILLERMO PRIETO,2019,3,21,Jueves,19,1
JOSE VASCONCELOS CON GUILLERMO PRIETO,2019,9,22,Domingo,17,1
JOSE VASCONCELOS CON GUILLERMO PRIETO,2019,12,16,Lunes,13,1
JOSE VASCONCELOS CON GUILLERMO PRIETO,2020,7,13,Lunes,0,1
JOSE VASCONCELOS CON GUILLERMO PRIETO,2020,11,14,Sábado,0,1
JOSE VASCONCELOS CON HIDALGO,2015,2,24,Martes,14,1
JOSE VASCONCELOS CON HIDALGO,2015,5,22,Viernes,7,1
JOSE VASCONCELOS CON HIDALGO,2015,7,15,Miércoles,21,1
JOSE VASCONCELOS CON HIDALGO,2015,7,18,Sábado,9,1
JOSE VASCONCELOS CON HIDALGO,2015,8,12,Miércoles,18,1
JOSE VASCONCELOS CON HIDALGO,2015,8,17,Lunes,8,1
JOSE VASCONCELOS CON HIDALGO,2015,10,8,Jueves,10,1
JOSE VASCONCELOS CON HIDALGO,2015,10,31,Sábado,15,1
JOSE VASCONCELOS CON HIDALGO,2015,11,10,Martes,0,1
JOSE VASCONCELOS CON HIDALGO,2015,12,10,Jueves,16,1
JOSE VASCONCELOS CON HIDALGO,2015,12,17,Jueves,7,1
JOSE VASCONCELOS CON HIDALGO,2016,2,4,Jueves,16,1
JOSE VASCONCELOS CON HIDALGO,2016,6,8,Miércoles,9,1
JOSE VASCONCELOS CON HIDALGO,2016,8,6,Sábado,14,1
JOSE VASCONCELOS CON HIDALGO,2016,8,18,Jueves,18,1
JOSE VASCONCELOS CON HIDALGO,2016,9,20,Martes,14,1
JOSE VASCONCELOS CON HIDALGO,2016,10,3,Lunes,7,1
JOSE VASCONCELOS CON HIDALGO,2016,12,27,Martes,15,1
JOSE VASCONCELOS CON HIDALGO,2017,2,15,Miércoles,16,1
JOSE VASCONCELOS CON HIDALGO,2017,3,8,Miércoles,20,1
JOSE VASCONCELOS CON HIDALGO,2017,3,22,Miércoles,19,1
JOSE VASCONCELOS CON HIDALGO,2017,5,27,Sábado,8,1
JOSE VASCONCELOS CON HIDALGO,2017,7,15,Sábado,5,1
JOSE VASCONCELOS CON HIDALGO,2017,12,15,Viernes,12,1
JOSE VASCONCELOS CON HIDALGO,2018,1,28,Domingo,18,1
JOSE VASCONCELOS CON HIDALGO,2018,2,9,Viernes,17,1
JOSE VASCONCELOS CON HIDALGO,2018,2,12,Lunes,18,1
JOSE VASCONCELOS CON HIDALGO,2018,3,10,Sábado,20,1
JOSE VASCONCELOS CON HIDALGO,2018,6,6,Miércoles,10,1
JOSE VASCONCELOS CON HIDALGO,2018,6,16,Sábado,21,1
JOSE VASCONCELOS CON HIDALGO,2018,6,30,Sábado,8,1
JOSE VASCONCELOS CON HIDALGO,2018,7,31,Martes,19,1
JOSE VASCONCELOS CON HIDALGO,2018,12,17,Lunes,12,1
JOSE VASCONCELOS CON HIDALGO,2019,1,22,Martes,9,1
JOSE VASCONCELOS CON HIDALGO,2019,1,23,Miércoles,19,1
JOSE VASCONCELOS CON HIDALGO,2019,4,9,Martes,11,1
JOSE VASCONCELOS CON HIDALGO,2019,8,28,Miércoles,9,1
JOSE VASCONCELOS CON HIDALGO,2019,8,30,Viernes,9,1
JOSE VASCONCELOS CON HIDALGO,2019,9,27,Viernes,11,1
JOSE VASCONCELOS CON HIDALGO,2019,10,2,Miércoles,18,1
JOSE VASCONCELOS CON HIDALGO,2020,2,13,Jueves,13,1
JOSE VASCONCELOS CON HIDALGO,2020,4,22,Miércoles,13,1
JOSE VASCONCELOS CON HUMBERTO JUNCO,2015,9,27,Domingo,11,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,1,28,Miércoles,14,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,1,30,Viernes,15,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,2,9,Lunes,13,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,2,22,Domingo,14,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,3,4,Miércoles,21,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,3,7,Sábado,17,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,3,18,Miércoles,11,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,3,27,Viernes,8,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,3,30,Lunes,19,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,4,9,Jueves,8,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,4,21,Martes,23,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,4,27,Lunes,0,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,4,27,Lunes,17,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,4,30,Jueves,13,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,5,22,Viernes,5,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,5,23,Sábado,11,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,6,4,Jueves,18,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,6,7,Domingo,15,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,6,26,Viernes,13,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,7,6,Lunes,2,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,7,21,Martes,7,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,7,24,Viernes,11,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,8,4,Martes,12,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,9,3,Jueves,15,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,9,15,Martes,16,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,9,30,Miércoles,12,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,10,2,Viernes,0,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,10,3,Sábado,17,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,10,6,Martes,13,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,10,17,Sábado,15,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,10,20,Martes,9,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,10,31,Sábado,12,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,11,4,Miércoles,16,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,11,12,Jueves,7,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,11,17,Martes,22,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,11,21,Sábado,16,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,12,6,Domingo,8,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,12,7,Lunes,19,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,12,9,Miércoles,8,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,12,9,Miércoles,12,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2015,12,13,Domingo,6,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,1,20,Miércoles,9,2
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,2,4,Jueves,14,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,2,16,Martes,12,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,2,16,Martes,13,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,2,20,Sábado,11,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,2,24,Miércoles,18,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,3,2,Miércoles,2,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,3,11,Viernes,11,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,5,7,Sábado,7,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,5,12,Jueves,16,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,5,15,Domingo,17,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,5,26,Jueves,13,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,5,28,Sábado,10,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,5,29,Domingo,17,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,5,31,Martes,19,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,6,16,Jueves,13,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,7,12,Martes,11,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,7,19,Martes,10,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,7,22,Viernes,16,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,8,1,Lunes,11,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,8,9,Martes,14,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,8,15,Lunes,13,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,8,24,Miércoles,15,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,8,25,Jueves,20,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,8,29,Lunes,14,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,8,30,Martes,14,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,9,6,Martes,15,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,9,8,Jueves,13,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,9,9,Viernes,18,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,9,12,Lunes,10,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,9,26,Lunes,13,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,10,4,Martes,15,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,10,18,Martes,11,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,10,21,Viernes,11,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,10,27,Jueves,21,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,11,3,Jueves,14,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,11,5,Sábado,13,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,11,6,Domingo,16,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,11,16,Miércoles,13,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,11,28,Lunes,10,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,12,2,Viernes,12,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,12,5,Lunes,18,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,12,9,Viernes,10,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2016,12,26,Lunes,5,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2017,1,4,Miércoles,15,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2017,1,20,Viernes,17,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2017,3,1,Miércoles,16,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2017,3,22,Miércoles,17,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2017,3,25,Sábado,14,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2017,4,4,Martes,18,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2017,4,22,Sábado,15,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2017,4,29,Sábado,11,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2017,5,2,Martes,23,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2017,5,8,Lunes,7,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2017,5,9,Martes,7,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2017,5,30,Martes,11,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2017,6,5,Lunes,16,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2017,6,10,Sábado,8,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2017,6,23,Viernes,16,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2017,7,1,Sábado,9,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2017,7,21,Viernes,16,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2017,7,31,Lunes,13,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2017,8,5,Sábado,8,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2017,8,31,Jueves,22,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2017,9,6,Miércoles,10,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2017,9,20,Miércoles,15,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2017,9,28,Jueves,9,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2017,9,28,Jueves,15,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2017,10,21,Sábado,23,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2017,10,28,Sábado,13,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2017,11,8,Miércoles,23,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2017,12,11,Lunes,22,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2017,12,12,Martes,9,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2017,12,17,Domingo,13,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2018,1,13,Sábado,10,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2018,2,6,Martes,6,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2018,2,19,Lunes,13,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2018,2,21,Miércoles,11,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2018,2,21,Miércoles,13,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2018,2,27,Martes,13,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2018,3,4,Domingo,9,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2018,3,11,Domingo,15,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2018,3,13,Martes,7,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2018,3,13,Martes,10,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2018,3,13,Martes,13,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2018,3,23,Viernes,1,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2018,3,29,Jueves,21,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2018,4,2,Lunes,3,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2018,4,4,Miércoles,18,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2018,4,23,Lunes,12,2
JOSE VASCONCELOS CON HUMBERTO LOBO,2018,4,24,Martes,10,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2018,5,14,Lunes,18,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2018,5,20,Domingo,16,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2018,5,28,Lunes,17,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2018,6,1,Viernes,1,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2018,6,7,Jueves,13,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2018,6,14,Jueves,10,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2018,6,21,Jueves,18,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2018,7,3,Martes,16,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2018,7,31,Martes,14,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2018,7,31,Martes,23,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2018,8,6,Lunes,20,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2018,8,13,Lunes,9,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2018,8,28,Martes,17,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2018,9,4,Martes,12,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2018,9,10,Lunes,15,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2018,9,15,Sábado,14,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2018,9,17,Lunes,19,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2018,10,1,Lunes,7,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2018,10,2,Martes,16,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2018,10,19,Viernes,13,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2018,11,10,Sábado,23,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2018,12,17,Lunes,18,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2018,12,28,Viernes,11,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2019,1,15,Martes,13,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2019,1,16,Miércoles,9,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2019,1,21,Lunes,23,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2019,1,23,Miércoles,11,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2019,1,30,Miércoles,14,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2019,2,28,Jueves,13,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2019,3,1,Viernes,10,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2019,3,15,Viernes,13,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2019,3,21,Jueves,17,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2019,4,7,Domingo,7,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2019,4,22,Lunes,10,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2019,4,25,Jueves,14,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2019,4,28,Domingo,9,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2019,5,14,Martes,11,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2019,5,14,Martes,16,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2019,5,26,Domingo,8,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2019,7,12,Viernes,18,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2019,7,16,Martes,15,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2019,7,23,Martes,13,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2019,7,29,Lunes,14,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2019,8,26,Lunes,22,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2019,9,28,Sábado,20,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2019,10,6,Domingo,10,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2019,10,15,Martes,22,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2019,10,19,Sábado,15,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2019,11,9,Sábado,9,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2019,11,22,Viernes,20,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2019,12,28,Sábado,11,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2020,2,21,Viernes,22,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2020,7,2,Jueves,9,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2020,7,9,Jueves,16,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2020,8,14,Viernes,9,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2020,8,17,Lunes,21,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2020,8,23,Domingo,8,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2020,9,10,Jueves,9,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2020,10,29,Jueves,8,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2020,11,7,Sábado,10,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2020,11,12,Jueves,0,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2020,12,3,Jueves,9,2
JOSE VASCONCELOS CON HUMBERTO LOBO,2020,12,5,Sábado,8,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2020,12,5,Sábado,9,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2020,12,10,Jueves,9,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2020,12,18,Viernes,21,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2020,12,22,Martes,9,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2020,12,22,Martes,10,1
JOSE VASCONCELOS CON HUMBERTO LOBO,2020,12,30,Miércoles,10,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2015,2,3,Martes,7,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2015,2,7,Sábado,0,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2015,4,7,Martes,11,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2015,7,6,Lunes,18,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2015,8,7,Viernes,5,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2015,9,26,Sábado,13,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2015,10,24,Sábado,10,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2015,11,20,Viernes,10,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2015,12,3,Jueves,10,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2015,12,7,Lunes,6,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2015,12,24,Jueves,15,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2016,1,26,Martes,14,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2016,2,26,Viernes,15,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2016,4,5,Martes,18,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2016,5,25,Miércoles,8,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2016,6,3,Viernes,9,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2016,11,18,Viernes,15,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2016,12,16,Viernes,13,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2016,12,19,Lunes,10,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2017,1,25,Miércoles,14,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2017,2,2,Jueves,7,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2017,3,4,Sábado,19,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2017,4,30,Domingo,9,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2017,5,18,Jueves,12,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2017,5,20,Sábado,8,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2017,7,13,Jueves,4,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2017,9,1,Viernes,10,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2017,9,5,Martes,7,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2017,9,30,Sábado,7,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2017,10,9,Lunes,9,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2017,10,13,Viernes,20,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2018,2,3,Sábado,11,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2018,2,21,Miércoles,9,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2018,10,6,Sábado,15,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2018,10,29,Lunes,1,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2018,11,14,Miércoles,9,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2018,11,17,Sábado,11,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2018,11,29,Jueves,11,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2018,12,5,Miércoles,8,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2018,12,19,Miércoles,19,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2019,1,4,Viernes,23,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2019,1,17,Jueves,9,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2019,1,24,Jueves,1,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2019,4,24,Miércoles,21,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2019,5,10,Viernes,16,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2019,10,9,Miércoles,16,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2019,11,12,Martes,9,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2019,12,30,Lunes,13,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2020,1,4,Sábado,10,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2020,2,27,Jueves,10,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2020,3,5,Jueves,10,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2020,3,12,Jueves,11,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2020,3,13,Viernes,10,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2020,6,16,Martes,9,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2020,9,11,Viernes,10,1
JOSE VASCONCELOS CON J. M. MONTEMAYOR,2020,10,23,Viernes,11,1
JOSE VASCONCELOS CON JERONIMO SILLER,2015,2,2,Lunes,12,1
JOSE VASCONCELOS CON JERONIMO SILLER,2015,2,16,Lunes,8,1
JOSE VASCONCELOS CON JERONIMO SILLER,2015,2,16,Lunes,12,1
JOSE VASCONCELOS CON JERONIMO SILLER,2015,2,23,Lunes,9,1
JOSE VASCONCELOS CON JERONIMO SILLER,2015,2,27,Viernes,11,1
JOSE VASCONCELOS CON JERONIMO SILLER,2015,3,1,Domingo,20,1
JOSE VASCONCELOS CON JERONIMO SILLER,2015,3,13,Viernes,13,1
