06/07/2021,Tuesday,22,122,4,0,0,62,5,60,6,0,0,18,42,1916,45,1841,65,52,72,13,56,10,29,42,57,0,62,59,0,0,4,0,0,0,0,0,0,0,0,0,30,0,0,4,0,0,0,0,0,0,73,0,0,1,2,0,0,0,0,10,71,0,0,4,0,0,0,1,0,4,127,0,4,0,7,0,0,0,0,4,243,4,4,0,19,0,0,0,0,0,485,21,5,1,5,0,0,0,0,0,487,16,0,0,9,0,0,0,0,0,216,7,0,0,0,0,0,0,0,0,81,4,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/07/2021,Tuesday,23,20,4,0,0,4,5,16,8,0,0,2,25,120,25,112,70,0,0,0,0,8,55,0,0,0,4,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,20,0,0,4,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/07/2021,Wednesday,5,20,7,0,0,6,12,14,9,12,38,2,15,76,18,70,46,6,42,0,0,0,0,12,53,0,4,8,0,0,2,0,0,0,0,0,0,6,0,2,8,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,4,0,14,2,0,0,2,0,0,0,0,0,20,2,0,0,10,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/07/2021,Wednesday,6,76,4,0,0,18,5,58,8,11,30,8,40,328,43,298,62,14,55,4,55,12,42,28,52,0,18,52,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,2,0,0,0,2,2,4,14,2,0,2,2,0,0,4,4,0,12,0,2,2,0,0,0,0,2,2,30,2,0,2,8,0,0,0,0,0,46,4,0,0,12,0,0,0,0,2,98,4,0,4,6,0,0,0,0,0,52,2,2,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/07/2021,Wednesday,7,247,4,0,0,26,6,221,6,21,25,18,49,965,52,847,73,77,71,12,62,29,57,74,55,0,24,201,2,0,2,0,0,0,0,0,2,20,2,0,5,0,0,2,1,0,0,0,10,0,16,2,0,2,5,0,0,0,7,2,11,0,0,2,7,0,0,0,0,7,39,1,4,4,3,0,0,0,0,9,94,10,2,4,29,0,0,0,0,0,158,25,2,9,24,0,0,0,0,0,220,17,2,2,3,0,0,0,0,0,179,17,2,2,2,0,0,0,0,0,86,5,0,2,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/07/2021,Wednesday,8,137,7,1,5,58,8,78,9,51,40,46,62,3479,50,3010,75,333,70,50,59,86,47,108,58,1,41,56,0,0,3,0,3,10,0,0,16,14,1,0,10,4,0,8,0,0,1,8,8,2,97,14,7,14,5,0,0,0,18,0,33,12,4,4,8,0,0,0,19,8,57,13,0,10,5,0,0,0,0,12,188,38,9,9,40,0,0,0,5,16,565,68,6,13,38,0,0,0,0,0,835,69,7,4,8,0,0,0,0,0,741,77,13,8,4,0,0,0,0,8,327,33,1,6,0,0,0,0,0,0,110,3,0,0,0,0,0,0,0,0,35,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/07/2021,Wednesday,9,95,4,0,0,31,6,64,6,26,32,54,51,5372,56,4550,78,517,73,136,67,169,62,136,63,0,27,56,0,4,0,4,0,8,0,0,4,8,4,4,10,1,0,5,0,0,0,0,11,0,82,4,8,0,0,0,0,0,7,2,55,4,4,4,1,0,0,0,0,12,57,10,0,28,7,0,0,0,2,8,259,64,26,26,41,0,0,0,2,17,694,129,47,43,66,0,0,0,0,7,1313,142,25,24,17,0,0,0,0,0,1182,98,17,15,1,0,0,0,0,0,615,51,5,8,3,0,0,0,0,0,213,10,2,8,0,0,0,0,0,0,66,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/07/2021,Wednesday,10,51,4,0,0,8,5,43,6,4,35,27,45,4158,48,3494,69,393,62,136,63,135,47,158,57,0,8,40,0,0,4,0,0,4,0,0,0,2,0,0,16,0,0,9,1,0,0,0,0,0,88,17,0,6,3,0,0,1,4,11,69,8,8,18,6,0,0,0,0,4,216,34,22,36,33,0,0,0,0,12,562,118,31,33,55,0,0,0,0,0,846,95,30,14,39,0,0,0,0,0,821,74,22,15,17,0,0,0,0,0,582,37,22,0,4,0,0,0,0,0,200,9,1,0,0,0,0,0,0,0,56,1,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/07/2021,Wednesday,11,81,6,16,5,10,5,55,7,0,0,36,46,3825,52,3221,75,412,66,73,68,119,49,80,58,16,10,44,0,0,1,4,0,7,1,0,0,11,0,0,12,12,0,8,0,0,0,0,0,0,67,4,0,4,6,0,0,0,0,8,65,9,0,16,0,0,0,0,0,16,87,40,8,16,7,0,0,0,0,12,209,60,13,33,19,0,0,0,0,0,623,125,12,22,39,0,0,0,0,0,947,71,28,10,8,0,0,0,0,0,662,54,12,3,0,0,0,0,0,0,335,18,0,0,0,0,0,0,0,0,181,11,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/07/2021,Wednesday,12,135,5,3,5,29,5,103,6,10,27,114,56,5696,48,4926,73,519,64,66,54,185,50,94,63,3,29,92,1,5,8,5,2,12,0,0,0,11,0,0,50,1,0,17,0,0,0,0,5,10,92,21,2,7,0,0,0,0,4,2,121,18,13,11,1,0,0,0,0,15,109,25,15,29,1,0,0,0,0,37,412,85,9,30,41,0,0,0,0,17,1123,159,10,46,32,0,0,0,0,20,1340,133,7,29,14,0,0,0,0,5,931,69,8,4,5,0,0,0,0,3,461,3,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/07/2021,Wednesday,13,84,5,0,0,14,8,70,6,10,10,225,54,6529,57,5665,78,496,72,137,72,231,62,105,68,0,10,65,5,0,0,5,5,0,0,0,4,5,5,25,10,0,0,10,0,0,0,0,0,0,114,0,2,2,0,0,0,0,0,5,68,15,10,5,0,0,0,0,0,47,82,11,0,28,0,0,0,0,0,55,347,74,5,76,19,0,0,0,0,56,919,100,22,49,54,0,0,0,0,30,1383,149,47,21,22,0,0,0,0,7,1463,89,26,25,5,0,0,0,0,0,819,26,10,5,5,0,0,0,0,0,296,20,5,10,0,0,0,0,0,0,107,7,5,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/07/2021,Wednesday,14,120,5,0,0,47,6,73,7,6,15,209,50,5711,57,5024,80,416,72,138,74,133,61,85,64,0,40,58,4,0,0,0,0,0,0,0,7,15,1,10,15,0,0,0,0,0,0,0,0,2,110,15,5,5,0,0,0,0,0,25,62,15,1,9,0,0,0,0,0,57,66,15,10,10,3,0,0,0,1,72,289,40,7,44,16,0,0,0,0,35,689,91,27,30,50,0,0,0,0,8,1046,94,28,10,16,0,0,0,0,0,1488,81,40,25,0,0,0,0,0,0,748,51,15,0,0,0,0,0,0,0,384,9,2,0,0,0,0,0,0,0,90,5,3,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/07/2021,Wednesday,15,125,6,5,5,40,9,80,6,10,75,146,52,5392,53,4461,77,525,65,152,72,254,52,123,62,5,25,75,0,0,1,11,0,10,0,0,15,5,0,0,0,20,0,10,5,0,0,0,0,11,70,20,0,15,0,0,0,0,5,30,87,18,6,25,5,0,0,0,0,10,99,17,13,63,0,0,0,0,0,40,299,76,7,29,31,0,0,0,0,49,701,146,44,55,47,0,0,0,0,6,1215,102,30,32,35,0,0,0,0,0,1177,67,36,7,0,0,0,0,0,0,486,28,11,8,0,0,0,0,0,0,237,15,5,0,0,0,0,0,5,0,61,0,0,0,0,0,0,0,0,0,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/07/2021,Wednesday,16,171,6,5,5,70,6,96,6,17,27,198,48,6547,55,5735,77,593,70,70,71,149,58,115,64,5,60,91,2,1,6,5,0,5,0,0,10,5,5,10,25,5,0,0,0,0,0,0,3,5,72,20,0,1,4,0,0,0,2,19,63,6,5,11,5,0,0,0,4,62,93,20,0,26,4,0,0,0,1,84,337,75,19,28,16,0,0,0,0,17,992,109,11,53,52,0,0,0,0,0,1716,200,12,17,24,0,0,0,0,0,1455,123,12,3,10,0,0,0,0,0,711,20,6,0,0,0,0,0,0,0,186,10,5,5,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/07/2021,Wednesday,17,251,6,9,5,60,7,182,7,46,28,183,47,7513,54,6480,76,709,71,184,65,140,60,118,66,9,51,155,13,7,5,4,0,0,0,0,9,21,4,0,37,4,1,0,1,0,0,6,2,5,63,6,18,5,0,0,0,0,18,19,105,20,10,9,1,0,0,0,1,71,146,15,0,15,6,0,0,0,8,60,515,85,20,49,18,0,0,0,0,21,1124,171,54,28,58,0,0,0,0,0,1809,191,48,19,20,0,0,0,0,0,1591,170,19,5,10,0,0,0,0,0,788,41,14,10,4,0,0,0,0,0,239,2,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/07/2021,Wednesday,18,173,6,2,5,52,6,119,7,13,32,129,46,6852,55,6234,75,475,71,83,67,60,61,105,64,2,45,97,0,0,6,0,0,2,0,0,7,20,0,0,41,4,0,0,0,0,0,2,4,4,84,11,0,0,6,0,0,0,9,21,104,11,0,5,0,0,0,0,0,63,94,10,6,5,0,0,0,0,0,38,462,52,13,15,24,0,0,0,0,2,1369,123,35,15,42,0,0,0,0,1,1856,116,22,13,28,0,0,0,0,0,1343,119,3,4,4,0,0,0,0,0,577,20,4,0,1,0,0,0,0,0,215,9,0,1,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/07/2021,Wednesday,19,197,4,0,0,49,7,148,6,28,37,147,55,7126,51,6602,71,370,63,78,64,76,56,160,60,0,37,133,0,4,0,0,0,0,0,0,12,15,0,4,26,6,0,0,8,0,0,0,9,9,87,16,5,0,4,0,0,0,9,13,88,10,0,7,0,0,0,0,5,36,255,19,0,26,13,0,0,0,5,28,1125,100,12,16,35,0,0,0,0,16,1558,92,45,15,76,0,0,0,0,17,1644,90,4,5,17,0,0,0,0,10,1103,25,12,7,7,0,0,0,0,5,477,8,0,0,0,0,0,0,0,5,170,3,0,0,0,0,0,0,0,0,58,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/07/2021,Wednesday,20,98,5,0,0,45,5,53,9,7,32,82,44,4762,45,4482,63,219,63,25,55,36,43,110,51,0,45,37,0,0,20,0,0,1,4,0,0,13,1,0,16,0,0,0,1,0,0,2,4,6,117,5,0,0,5,0,0,1,0,11,132,6,0,15,9,0,0,0,0,49,514,17,8,11,19,0,0,0,2,15,946,58,10,5,52,0,0,0,0,1,1265,67,7,4,14,0,0,0,0,0,900,38,0,0,0,0,0,0,0,0,386,28,0,0,4,0,0,0,0,0,160,0,0,0,2,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/07/2021,Wednesday,21,245,6,19,5,89,5,137,9,11,37,33,42,2801,44,2652,58,116,58,12,53,21,54,83,55,19,89,110,0,0,24,0,0,0,0,0,0,18,3,5,65,0,0,0,0,0,0,2,0,1,61,4,0,0,3,0,0,0,0,5,127,4,0,0,5,0,0,7,8,13,393,25,8,5,17,0,0,0,0,7,772,34,0,15,33,0,0,0,0,2,710,33,2,0,15,0,0,0,0,0,352,8,2,1,10,0,0,0,0,0,120,4,0,0,0,0,0,0,0,0,21,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/07/2021,Wednesday,22,245,5,4,5,97,5,144,6,21,29,13,44,1924,46,1849,63,66,59,8,65,1,45,65,57,4,95,130,4,0,15,0,0,0,0,0,2,14,2,1,27,0,0,0,0,0,0,0,4,0,76,0,0,0,4,0,0,0,4,2,74,8,0,0,4,0,0,0,7,6,162,12,0,1,14,0,0,0,0,4,347,20,0,0,13,0,0,0,0,0,506,14,8,0,21,0,0,0,0,0,393,4,0,0,5,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,57,8,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/07/2021,Wednesday,23,8,3,0,0,0,0,8,8,0,0,4,55,112,13,112,67,0,0,0,0,0,0,4,65,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,22,0,0,0,0,0,0,0,0,0,33,0,0,0,4,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/07/2021,Thursday,5,15,3,0,0,0,0,15,9,6,35,3,25,126,25,114,47,9,55,0,0,3,25,21,48,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,3,3,0,3,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,42,0,0,0,15,0,0,0,0,0,24,3,0,0,6,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/07/2021,Thursday,6,164,8,0,0,21,8,143,14,51,34,21,39,533,44,473,60,39,61,6,53,15,47,48,48,0,18,90,0,0,0,0,0,0,0,0,0,12,0,2,13,0,0,0,0,0,2,13,19,3,29,0,0,0,3,0,1,19,17,5,12,2,3,6,3,0,0,6,15,6,49,4,0,0,25,0,0,3,0,5,91,13,0,9,14,0,0,0,0,0,165,9,1,0,0,0,0,0,0,0,85,11,2,0,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/07/2021,Thursday,7,307,4,0,0,22,6,285,6,141,30,24,44,1065,47,944,71,73,61,12,54,36,47,66,55,0,20,261,8,0,1,0,0,1,2,0,2,24,5,2,4,2,2,3,0,0,0,0,43,0,17,2,0,2,0,0,0,0,79,5,14,10,0,2,3,0,0,0,6,9,55,6,4,9,3,0,0,0,0,8,83,10,0,13,38,0,0,0,0,0,250,17,3,4,18,0,0,0,0,0,291,16,1,2,2,0,0,0,0,0,142,6,2,0,0,0,0,0,0,0,58,4,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/07/2021,Thursday,8,186,6,5,5,75,7,106,6,94,33,60,54,3402,50,2981,74,303,68,51,60,67,50,96,59,5,59,97,4,2,0,0,0,0,0,0,16,9,7,6,7,4,0,7,2,0,0,0,22,0,56,6,7,8,2,0,0,0,40,0,40,8,0,4,2,0,0,0,17,13,65,5,8,8,11,0,0,0,4,11,242,50,8,22,30,0,0,0,0,20,667,86,4,8,39,0,0,0,0,4,953,93,24,6,6,0,0,0,0,4,575,38,0,4,4,0,0,0,0,0,243,9,0,0,0,0,0,0,0,0,106,4,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/07/2021,Thursday,9,81,5,0,0,23,7,58,7,64,34,40,50,5148,55,4420,75,539,71,91,67,98,62,140,58,0,21,48,4,0,0,0,0,0,0,0,0,8,0,4,4,0,0,0,8,0,2,2,12,0,62,10,8,0,8,0,0,0,38,0,49,5,0,0,0,0,0,0,6,12,93,13,0,12,9,0,0,0,0,16,320,66,16,34,38,0,0,0,4,8,782,153,16,26,49,0,0,0,0,0,1412,157,36,21,20,0,0,0,0,0,1142,97,11,5,8,0,0,0,0,0,426,28,4,0,0,0,0,0,0,0,113,10,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/07/2021,Thursday,10,94,6,4,5,27,6,63,6,8,45,44,49,4439,54,3658,76,520,68,84,70,177,57,123,63,4,23,59,0,0,0,4,0,4,0,0,4,4,0,4,13,4,0,4,0,0,0,0,0,4,98,12,4,4,4,0,0,0,4,1,47,8,0,4,0,0,0,0,0,7,42,25,4,24,0,0,0,0,4,16,249,71,5,60,28,0,0,0,0,12,743,148,24,47,77,0,0,0,0,0,1005,150,31,30,14,0,0,0,0,0,828,70,12,0,0,0,0,0,0,0,468,24,3,0,0,0,0,0,0,0,121,0,1,0,0,0,0,0,0,0,33,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/07/2021,Thursday,11,117,5,1,5,23,5,93,6,21,31,39,40,3121,53,2631,74,313,69,69,64,108,58,63,62,1,23,83,0,3,0,0,0,0,0,0,0,10,3,3,12,6,0,0,0,0,0,0,6,0,52,6,3,6,0,0,0,0,9,6,21,0,3,5,0,0,0,0,3,21,72,8,2,22,0,0,0,0,0,6,234,29,13,27,24,0,0,0,0,0,555,120,20,27,31,0,0,0,0,0,748,91,25,12,8,0,0,0,0,0,623,32,3,9,0,0,0,0,0,0,237,18,0,0,0,0,0,0,0,0,60,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/07/2021,Thursday,12,100,4,0,0,47,7,53,5,12,25,101,60,4729,52,4122,72,340,65,108,68,159,56,104,56,0,38,53,0,0,5,4,0,0,0,0,9,0,0,0,24,0,0,0,1,0,0,0,12,0,72,15,0,11,4,0,0,0,0,11,83,12,0,15,0,0,0,0,0,10,151,21,12,28,24,0,0,0,0,23,396,54,12,39,29,0,0,0,0,41,941,103,23,30,46,0,0,0,0,8,1162,75,54,28,0,0,0,0,0,8,756,42,7,8,0,0,0,0,0,0,362,11,0,0,0,0,0,0,0,0,143,3,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/07/2021,Thursday,13,108,7,14,5,22,7,72,10,20,27,204,53,5309,53,4649,76,398,69,104,65,158,57,88,66,14,18,39,0,4,4,0,0,4,0,0,4,33,12,0,14,4,0,4,0,0,0,0,0,8,97,12,11,4,0,0,0,0,0,16,54,16,1,8,4,0,0,0,8,48,56,20,0,24,0,0,0,0,0,60,418,56,16,36,24,0,0,0,0,60,769,67,32,42,25,0,0,0,0,8,1294,135,32,30,27,0,0,0,0,0,1095,56,8,6,8,0,0,0,0,0,569,20,4,0,0,0,0,0,0,0,227,8,0,0,0,0,0,0,0,0,40,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/07/2021,Thursday,14,74,7,4,5,28,8,42,7,4,35,224,48,4628,56,4036,79,376,70,96,71,120,61,84,62,4,20,34,0,0,4,4,4,0,0,0,8,8,0,0,17,4,0,0,0,0,0,0,0,8,59,16,0,4,0,0,0,0,4,48,28,15,0,4,4,0,0,0,0,87,60,9,0,12,16,0,0,0,0,41,288,48,16,29,0,0,0,0,0,32,520,60,19,47,46,0,0,0,0,8,1012,114,29,20,18,0,0,0,0,0,1035,57,15,4,0,0,0,0,0,0,650,33,9,0,0,0,0,0,0,0,289,12,4,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/07/2021,Thursday,15,88,5,0,0,31,8,57,7,9,27,146,48,4324,56,3731,77,328,71,107,74,158,59,83,64,0,21,44,4,4,2,0,0,4,0,0,10,13,0,4,11,8,0,6,0,0,0,0,0,4,55,13,0,10,0,0,0,0,0,25,73,5,2,4,0,0,0,0,5,40,51,21,2,16,1,0,0,0,0,46,321,32,21,32,27,0,0,0,0,19,624,64,17,35,33,0,0,0,0,0,988,70,34,29,22,0,0,0,0,1,852,70,13,22,0,0,0,0,0,3,515,30,12,0,0,0,0,0,0,0,173,8,4,0,0,0,0,0,0,0,47,4,0,0,0,0,0,0,0,0,14,3,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
