dia,mes,año,hora,dia_semana,interseccion,tipo_accidente,causa_accidente,lesionados,fallecidos,num_resp,num_afect
18,12,2020,4,Viernes,Rio Amazonas con Rio Guayalejo,Estrellamiento,Distracción,0,0,1,1
23,2,2018,11,Viernes,Rio Rosas con Rio Amazonas,Choque de Crucero,No respeto alto,0,0,1,1
23,11,2016,12,Miércoles,Rio Rosas con Rio Amazonas,Choque Diverso,Otros,0,0,1,1
4,12,2018,13,Martes,Rio Rosas con Rio Amazonas,Choque Diverso,Otros,0,0,1,1
21,10,2017,13,Sábado,Rio Rosas con Rio Amazonas,Estrellamiento,NA,0,0,1,1
24,5,2019,14,Viernes,Rio Rosas con Rio Amazonas,Choque Diverso,Otros,0,0,1,0
25,5,2017,15,Jueves,Rio Rosas con Rio Amazonas,Estrellamiento,Distracción,0,0,1,1
27,9,2017,15,Miércoles,Rio Rosas con Rio Amazonas,Alcance,No guardo distancia,0,0,1,1
23,5,2018,16,Miércoles,Rio Rosas con Rio Amazonas,Choque de Crucero,No respeto alto,0,0,1,1
18,8,2015,17,Martes,Rio Rosas con Rio Amazonas,Alcance,No guardo distancia,0,0,1,1
23,6,2015,18,Martes,Rio Rosas con Rio Amazonas,Choque Lateral,Invadir carril,0,0,1,1
4,4,2017,18,Martes,Rio Rosas con Rio Amazonas,Choque Lateral,Invadir carril,0,0,1,1
22,9,2020,17,Martes,Rio Rosas con Rio Amazonas,Estrellamiento,Distracción,0,0,1,1
23,1,2020,19,Jueves,Rio Rosas con Rio Amazonas,Choque Diverso,Distracción,0,0,1,1
12,6,2019,15,Miércoles,Rio Tamesis con Rio Amazonas,Choque de Crucero,No respeto alto,0,0,1,1
11,11,2019,11,Lunes,Rio Tamesis con Rio Amazonas,Choque de Crucero,No respeto alto,0,0,1,1
19,3,2016,12,Sábado,Rio Tamesis con Rio Amazonas,Estrellamiento,Otros,0,0,1,0
8,9,2017,20,Viernes,Rio Tamesis con Rio Amazonas,Choque Diverso,Viro indevidamente,0,0,1,1
3,5,2020,3,Domingo,Rio Tamesis con Rio Amazonas,Choque de Crucero,No respeto alto,0,0,1,1
2,2,2018,18,Viernes,Na con Rio Balsas,Alcance,No guardo distancia,0,0,1,1
23,3,2015,10,Lunes,Rio Amazonas con Rio Balsas,Choque de Crucero,No respeto alto,0,0,1,1
11,6,2019,13,Martes,Rio Balsas con Rio Balsas,Choque Diverso,Otros,0,0,0,1
30,8,2016,10,Martes,Rio Balsas con Rio Danubio,Estrellamiento,Distracción,0,0,1,1
16,12,2015,11,Miércoles,Rio Balsas con Rio Danubio,Choque de Crucero,No respeto alto,0,0,1,1
28,9,2017,18,Jueves,Rio De La Plata con Rio Balsas,Alcance,No guardo distancia,0,0,1,1
30,10,2017,18,Lunes,Rio De La Plata con Rio Balsas,Choque de Crucero,No respeto alto,0,0,1,1
12,11,2015,12,Jueves,Rio Guadalquivir con Rio Balsas,Choque de Crucero,No respeto alto,0,0,1,1
29,3,2015,21,Domingo,Rio Guadalquivir con Rio Balsas,Alcance,No guardo distancia,0,0,1,1
19,10,2019,13,Sábado,Rio Balsas con Rio Guayalejo,Choque Lateral,Invadir carril,0,0,1,2
25,10,2019,17,Viernes,Rio Missouri con Rio Balsas,Alcance,No guardo distancia,0,0,1,1
8,9,2017,18,Viernes,Rio Missouri con Rio Balsas,Choque de Crucero,No respeto alto,0,0,1,1
5,6,2018,18,Martes,Rio Missouri con Rio Balsas,Choque de Crucero,No respeto alto,0,0,1,1
10,8,2018,16,Viernes,Rio Balsas con Rio Pesqueria,Choque Lateral,Invadir carril,0,0,2,0
19,9,2015,21,Sábado,Rio Balsas con Rio Pesqueria,Choque Lateral,Invadir carril,0,0,1,1
27,4,2018,17,Viernes,Rio Balsas con Rio Rhin,Choque de Crucero,No respeto alto,0,0,1,1
28,6,2018,18,Jueves,Rio Balsas con Rio Rhin,Estrellamiento,Otros,0,0,1,1
23,3,2018,23,Viernes,Rio Balsas con Rio Rhin,Choque Diverso,Otros,0,0,1,0
4,10,2016,10,Martes,Rio Sena con Rio Balsas,Estrellamiento,Distracción,0,0,1,0
2,9,2019,11,Lunes,Rio Sena con Rio Balsas,Choque de Crucero,No respeto alto,0,0,1,1
5,6,2015,17,Viernes,Rio Sena con Rio Balsas,Choque Lateral,Invadir carril,0,0,1,1
18,12,2019,17,Miércoles,Rio Sena con Rio Balsas,Choque de Crucero,No respeto alto,0,0,1,1
9,6,2017,19,Viernes,Rio Sena con Rio Balsas,Estrellamiento,Otros,0,0,1,1
11,1,2016,19,Lunes,Rio Sena con Rio Balsas,Estrellamiento,Otros,0,0,1,1
12,6,2020,10,Viernes,Rio Sena con Rio Balsas,Choque de Crucero,No respeto alto,0,0,2,0
9,12,2015,8,Miércoles,Rio Volga con Rio Balsas,Choque de Crucero,No respeto alto,0,0,1,1
12,11,2018,11,Lunes,Rio Volga con Rio Balsas,Choque de Crucero,No respeto alto,0,0,1,1
10,8,2017,17,Jueves,Rio Blanco con Rio Blanco,Choque de Crucero,No respeto alto,0,0,0,2
13,11,2016,21,Domingo,Rio Blanco con Rio Blanco,Choque Diverso,Otros,0,0,0,1
25,11,2017,11,Sábado,Rio Nazas con Rio Blanco,Choque de Crucero,No respeto alto,0,0,1,1
15,3,2018,18,Jueves,Rio Pantepec con Rio Blanco,Choque de Crucero,No respeto alto,0,0,1,1
1,11,2018,19,Jueves,Rio Pantepec con Rio Blanco,Choque de Crucero,No respeto alto,0,0,1,1
29,4,2015,19,Miércoles,Rio Pantepec con Rio Blanco,Estrellamiento,No respeto alto,0,0,1,0
1,9,2016,19,Jueves,Rio Bravo con Na,Estrellamiento,Distracción,0,0,1,0
22,4,2016,18,Viernes,Rio Bravo con Rio Amazonas,Estrellamiento,Otros,0,0,1,1
10,12,2020,8,Jueves,Rio Bravo con Rio Amazonas,Choque de Crucero,No respeto alto,0,0,1,1
14,1,2015,19,Miércoles,Rio Bravo con Rio Bravo,Choque Diverso,Distracción,0,0,0,1
2,11,2016,19,Miércoles,Rio Bravo con Rio Bravo,Choque Diverso,Otros,0,0,0,1
7,1,2015,20,Miércoles,Rio Bravo con Rio Bravo,Choque Diverso,Otros,0,0,0,1
24,10,2015,21,Sábado,Rio Bravo con Rio Bravo,Choque Diverso,Otros,0,0,0,1
24,10,2015,22,Sábado,Rio Bravo con Rio Bravo,Choque Diverso,Otros,0,0,0,1
24,2,2017,9,Viernes,Rio Bravo con Rio Danubio,Choque Lateral,Invadir carril,0,0,1,1
23,12,2019,20,Lunes,Rio Bravo con Rio Danubio,Choque Lateral,Invadir carril,0,0,1,1
11,6,2015,0,Jueves,Rio Bravo con Rio De La Plata,Choque de Crucero,No respeto alto,0,0,1,1
6,6,2016,12,Lunes,Rio Bravo con Rio De La Plata,Choque Diverso,Otros,0,0,1,1
9,8,2016,14,Martes,Rio Bravo con Rio De La Plata,Choque de Crucero,Otros,0,0,1,1
30,10,2019,19,Miércoles,Rio Bravo con Rio De La Plata,Choque de Crucero,No respeto alto,0,0,1,3
15,2,2017,19,Miércoles,Rio Bravo con Rio De La Plata,Alcance,No guardo distancia,0,0,1,1
29,1,2016,7,Viernes,Rio Bravo con Rio Guadalquivir,Choque de Crucero,No respeto alto,0,0,1,1
4,4,2019,8,Jueves,Rio Bravo con Rio Guadalquivir,Choque de Crucero,No respeto alto,0,0,1,1
21,1,2016,8,Jueves,Rio Bravo con Rio Guadalquivir,Choque de Crucero,No respeto alto,0,0,1,1
31,5,2017,8,Miércoles,Rio Bravo con Rio Guadalquivir,Choque de Crucero,No respeto alto,0,0,1,1
25,10,2018,8,Jueves,Rio Bravo con Rio Guadalquivir,Choque de Crucero,No respeto alto,0,0,1,1
23,8,2018,8,Jueves,Rio Bravo con Rio Guadalquivir,Choque de Crucero,No respeto alto,0,0,1,1
18,6,2015,9,Jueves,Rio Bravo con Rio Guadalquivir,Choque de Crucero,No respeto alto,0,0,1,1
12,12,2016,9,Lunes,Rio Bravo con Rio Guadalquivir,Choque de Crucero,No respeto alto,1,0,1,3
9,5,2015,9,Sábado,Rio Bravo con Rio Guadalquivir,Choque de Crucero,No respeto alto,0,0,1,1
20,12,2016,9,Martes,Rio Bravo con Rio Guadalquivir,Choque de Crucero,No respeto alto,0,0,1,1
17,7,2018,10,Martes,Rio Bravo con Rio Guadalquivir,Choque de Crucero,No respeto alto,0,0,1,1
8,1,2018,11,Lunes,Rio Bravo con Rio Guadalquivir,Choque de Crucero,No respeto alto,0,0,1,1
9,5,2018,11,Miércoles,Rio Bravo con Rio Guadalquivir,Choque de Crucero,No respeto alto,0,0,1,1
12,1,2017,11,Jueves,Rio Bravo con Rio Guadalquivir,Choque de Crucero,No respeto alto,0,0,1,1
1,8,2018,11,Miércoles,Rio Bravo con Rio Guadalquivir,Choque de Crucero,No respeto alto,0,0,1,1
23,3,2017,11,Jueves,Rio Bravo con Rio Guadalquivir,Choque de Crucero,No respeto alto,0,0,1,1
26,7,2019,11,Viernes,Rio Bravo con Rio Guadalquivir,Alcance,No respeto alto,0,0,1,1
8,6,2017,12,Jueves,Rio Bravo con Rio Guadalquivir,Choque de Crucero,No respeto alto,0,0,1,1
6,3,2019,12,Miércoles,Rio Bravo con Rio Guadalquivir,Choque de Crucero,No respeto alto,0,0,1,1
21,12,2017,12,Jueves,Rio Bravo con Rio Guadalquivir,Choque de Crucero,No respeto alto,0,0,1,1
24,2,2017,13,Viernes,Rio Bravo con Rio Guadalquivir,Choque de Crucero,No respeto alto,0,0,1,1
6,5,2017,13,Sábado,Rio Bravo con Rio Guadalquivir,Choque de Crucero,No respeto alto,0,0,1,1
12,10,2019,14,Sábado,Rio Bravo con Rio Guadalquivir,Alcance,No guardo distancia,0,0,1,1
7,3,2015,14,Sábado,Rio Bravo con Rio Guadalquivir,Choque de Crucero,No respeto alto,0,0,1,1
4,3,2017,16,Sábado,Rio Bravo con Rio Guadalquivir,Choque de Crucero,No respeto alto,0,0,1,1
28,9,2018,18,Viernes,Rio Bravo con Rio Guadalquivir,Choque de Crucero,No respeto alto,0,0,1,1
27,5,2016,19,Viernes,Rio Bravo con Rio Guadalquivir,Choque de Crucero,No respeto alto,0,0,1,1
5,6,2016,19,Domingo,Rio Bravo con Rio Guadalquivir,Choque de Crucero,No respeto alto,0,0,1,1
28,6,2017,1,Miércoles,Rio Bravo con Rio Las Palmas,Estrellamiento,Otros,0,0,1,1
29,12,2015,15,Martes,Rio Bravo con Rio Las Palmas,Estrellamiento,Viro indevidamente,0,0,1,1
27,5,2016,22,Viernes,Rio Bravo con Rio Madeira,Choque de Crucero,Otros,0,0,1,1
25,9,2020,10,Viernes,Rio Missouri con Rio Bravo,Choque de Crucero,No respeto alto,0,0,2,0
16,10,2016,14,Domingo,Rio Bravo con Rio Navia,Choque Lateral,Invadir carril,0,0,1,1
5,8,2016,19,Viernes,Rio Bravo con Rio Navia,Choque Lateral,Viro indevidamente,0,0,1,1
20,10,2019,9,Domingo,Rio Bravo con Rio Nilo,Estrellamiento,Otros,0,0,1,1
4,4,2016,16,Lunes,Rio Bravo con Rio Potomac,Choque de Crucero,No respeto alto,0,0,1,1
10,10,2019,5,Jueves,Rio Bravo con Rio Rhin,Estrellamiento,Otros,0,0,1,1
11,11,2019,8,Lunes,Rio Bravo con Rio Rhin,Choque de Crucero,No respeto alto,0,0,1,1
18,8,2015,11,Martes,Rio Bravo con Rio Rhin,Estrellamiento,Otros,0,0,1,0
20,12,2017,21,Miércoles,Rio Bravo con Rio Rhin,Alcance,No guardo distancia,0,0,1,1
9,12,2019,9,Lunes,Rio Bravo con Rio Sena,Choque de Crucero,No respeto alto,0,0,1,1
19,11,2017,12,Domingo,Rio Bravo con Rio Sena,Choque de Crucero,No respeto alto,0,0,1,1
13,2,2019,13,Miércoles,Rio Bravo con Rio Sena,Choque de Crucero,No respeto alto,0,0,1,1
30,9,2016,15,Viernes,Rio Bravo con Rio Sena,Alcance,No guardo distancia,0,0,1,1
5,12,2016,18,Lunes,Rio Bravo con Rio Sena,Choque Diverso,NA,0,0,1,1
8,10,2018,19,Lunes,Rio Bravo con Rio Sena,Alcance,No guardo distancia,0,0,1,1
12,12,2016,21,Lunes,Rio Bravo con Rio Sena,Choque de Crucero,No respeto alto,0,0,1,1
13,1,2020,19,Lunes,Rio Bravo con Rio Sena,Alcance,No guardo distancia,0,0,1,1
18,5,2015,8,Lunes,Rio Bravo con Rio Volga,Choque de Crucero,No respeto alto,0,0,1,1
6,6,2018,12,Miércoles,Rio Bravo con Rio Volga,Choque de Crucero,No respeto alto,0,0,1,1
25,9,2018,17,Martes,Rio Bravo con Rio Volga,Estrellamiento,Distracción,0,0,1,0
17,5,2019,18,Viernes,Rio Bravo con Rio Volga,Choque de Crucero,No respeto alto,0,0,1,1
17,1,2019,20,Jueves,Rio Bravo con Rio Volga,Choque de Crucero,Otros,0,0,1,1
21,10,2020,14,Miércoles,Rio Bravo con Rio Volga,Choque de Crucero,No respeto alto,0,0,1,1
14,9,2016,9,Miércoles,Rio Bravo con Via Angelica,Choque Diverso,Distracción,0,0,1,1
9,4,2016,12,Sábado,Rio Bravo con Via Angelica,Estrellamiento,Distracción,0,0,1,1
27,4,2017,13,Jueves,Rio Bravo con Via Angelica,Choque de Crucero,No respeto alto,0,0,1,2
21,9,2016,15,Miércoles,Rio Bravo con Via Angelica,Estrellamiento,Otros,0,0,1,1
21,4,2016,9,Jueves,Rio Brenta con Rio Purificacion,Choque de Crucero,No respeto alto,0,0,1,1
12,10,2016,8,Miércoles,Rio Villagran con Rio Brenta,Choque Lateral,Invadir carril,0,0,1,1
21,11,2018,19,Miércoles,Rio Villagran con Rio Brenta,Estrellamiento,Otros,0,0,1,1
23,11,2018,19,Viernes,Rio Caura con Rio Caura,Choque Diverso,Otros,0,0,0,1
23,10,2018,10,Martes,Rio Danubio con Rio Caura,Choque Lateral,Invadir carril,0,0,1,1
22,10,2018,11,Lunes,Rio Danubio con Rio Caura,Choque Lateral,Invadir carril,0,0,1,1
16,1,2019,12,Miércoles,Rio Tamesis con Rio Caura,Choque de Crucero,No respeto alto,0,0,1,1
1,10,2015,18,Jueves,Rio Tamesis con Rio Caura,Choque de Crucero,No respeto alto,0,0,1,2
31,8,2015,17,Lunes,Rio Rosas con Rio Colorado,Alcance,No guardo distancia,0,0,1,1
24,8,2016,19,Miércoles,Rio Rosas con Rio Colorado,Estrellamiento,Otros,0,0,1,1
7,4,2017,20,Viernes,Rio Rosas con Rio Colorado,Estrellamiento,Distracción,0,0,1,0
5,9,2015,13,Sábado,Rio Balsas con Rio Danubio,Choque Lateral,Invadir carril,0,0,1,1
17,11,2017,16,Viernes,Rio Bravo con Rio Danubio,Incendio,Otros,0,0,1,0
17,7,2015,11,Viernes,Rio Danubio con Rio Caura,Choque Diverso,Distracción,0,0,1,1
16,2,2017,17,Jueves,Rio Danubio con Rio Caura,Choque Lateral,Invadir carril,0,0,1,1
3,10,2015,11,Sábado,Rio Danubio con Rio Danubio,Estrellamiento,Distracción,0,0,0,1
29,8,2018,13,Miércoles,Rio Danubio con Rio Danubio,Choque Diverso,Otros,0,0,0,1
14,8,2018,18,Martes,Rio Danubio con Rio Danubio,Choque Diverso,Otros,0,0,0,1
18,9,2018,18,Martes,Rio Danubio con Rio Danubio,Choque Diverso,Otros,0,0,0,1
22,5,2016,1,Domingo,Rio Grijalva con Rio Danubio,Estrellamiento,Distracción,0,0,1,1
3,2,2015,16,Martes,Rio Danubio con Rio Guayalejo,Choque Lateral,Invadir carril,0,0,1,1
30,11,2020,5,Lunes,Rio Danubio con Rio Guayalejo,Estrellamiento,Dormitando,0,0,1,1
28,1,2019,12,Lunes,Rio Rosas con Rio Danubio,Choque de Crucero,Invadir carril,0,0,1,1
5,3,2016,12,Sábado,Rio Rosas con Rio Danubio,Choque Lateral,Invadir carril,0,0,1,1
29,3,2017,13,Miércoles,Rio Rosas con Rio Danubio,Choque Diverso,Otros,0,0,1,1
9,3,2017,18,Jueves,Rio Rosas con Rio Danubio,Choque de Reversa,Otros,0,0,1,1
4,3,2019,9,Lunes,Rio Tamesis con Rio Danubio,Choque de Frente,Otros,0,0,1,1
2,8,2017,10,Miércoles,Na con Rio De La Plata,Choque de Crucero,No respeto alto,0,0,1,1
7,6,2017,19,Miércoles,Na con Rio De La Plata,Choque de Crucero,No respeto alto,0,0,1,1
8,4,2017,10,Sábado,Rio De La Plata con Rio Balsas,Choque de Reversa,Distracción,0,0,1,1
10,1,2018,12,Miércoles,Rio De La Plata con Rio Balsas,Alcance,No guardo distancia,0,0,1,1
21,1,2017,13,Sábado,Rio De La Plata con Rio Balsas,Choque de Crucero,No respeto alto,0,0,1,1
28,6,2017,20,Miércoles,Rio De La Plata con Rio Balsas,Choque de Crucero,No respeto alto,0,0,1,1
8,5,2015,11,Viernes,Rio Bravo con Rio De La Plata,Choque de Crucero,No respeto alto,0,0,1,1
1,9,2017,13,Viernes,Rio Bravo con Rio De La Plata,Estrellamiento,Distracción,0,0,1,0
29,1,2020,17,Miércoles,Rio Bravo con Rio De La Plata,Choque de Crucero,Invadir carril,0,0,1,1
13,1,2019,2,Domingo,Rio De La Plata con Rio De La Plata,Choque Diverso,Otros,0,0,0,1
13,1,2019,2,Domingo,Rio De La Plata con Rio De La Plata,Choque Diverso,Otros,0,0,0,1
16,3,2015,8,Lunes,Rio De La Plata con Rio De La Plata,Choque Diverso,Otros,0,0,0,1
22,8,2019,11,Jueves,Rio De La Plata con Rio De La Plata,Estrellamiento,Distracción,0,0,1,0
16,1,2016,12,Sábado,Rio De La Plata con Rio De La Plata,Choque Diverso,Otros,0,0,0,1
14,5,2018,13,Lunes,Rio De La Plata con Rio De La Plata,Choque Diverso,Otros,0,0,0,1
4,2,2019,19,Lunes,Rio De La Plata con Rio De La Plata,Choque Diverso,Otros,0,0,0,1
26,2,2018,19,Lunes,Rio De La Plata con Rio De La Plata,Estrellamiento,Otros,0,0,0,1
9,5,2017,15,Martes,Rio De La Plata con Rio De La Silla,Estrellamiento,Otros,0,0,1,0
6,9,2015,6,Domingo,Rio Grijalva con Rio De La Plata,Estrellamiento,Otros,0,0,1,1
6,11,2018,7,Martes,Rio Grijalva con Rio De La Plata,Atropello,Otros,0,0,1,0
22,5,2015,10,Viernes,Rio Grijalva con Rio De La Plata,Estrellamiento,Distracción,0,0,1,1
9,8,2015,12,Domingo,Rio Grijalva con Rio De La Plata,Choque Diverso,Otros,0,0,1,1
24,6,2016,13,Viernes,Rio Grijalva con Rio De La Plata,Choque Diverso,Otros,0,0,1,1
6,7,2015,17,Lunes,Rio Grijalva con Rio De La Plata,Estrellamiento,Distracción,0,0,1,1
23,4,2016,23,Sábado,Rio Grijalva con Rio De La Plata,Alcance,No guardo distancia,0,0,1,1
8,2,2018,17,Jueves,Rio De La Plata con Rio Guayalejo,Choque de Crucero,No respeto alto,0,0,1,1
30,5,2020,0,Sábado,Rio De La Plata con Rio Jordan,Estrellamiento,Viro indevidamente,0,0,1,0
10,5,2016,8,Martes,Rio De La Plata con Rio Jordan,Choque de Crucero,No respeto alto,0,0,1,1
25,4,2018,11,Miércoles,Rio De La Plata con Rio Jordan,Choque de Crucero,No respeto alto,0,0,1,1
27,8,2015,12,Jueves,Rio De La Plata con Rio Jordan,Choque de Crucero,No respeto alto,0,0,1,1
17,2,2018,13,Sábado,Rio De La Plata con Rio Jordan,Choque Diverso,Viro indevidamente,0,0,1,1
2,10,2017,13,Lunes,Rio De La Plata con Rio Jordan,Alcance,No guardo distancia,0,0,1,1
4,1,2019,13,Viernes,Rio De La Plata con Rio Jordan,Choque de Frente,Distracción,0,0,1,1
4,8,2020,11,Martes,Rio De La Plata con Rio Jordan,Choque Lateral,Invadir carril,0,0,1,1
27,1,2020,17,Lunes,Rio De La Plata con Rio Jordan,Choque de Crucero,No respeto alto,0,0,1,1
29,5,2015,8,Viernes,Rio De La Plata con Rio La Silla,Estrellamiento,NA,0,0,1,1
19,8,2019,13,Lunes,Rio De La Plata con Rio Mosela,Choque de Crucero,No respeto alto,0,0,1,1
24,8,2016,22,Miércoles,Rio De La Plata con Rio Mosela,Choque de Crucero,No respeto alto,0,0,1,1
22,1,2020,19,Miércoles,Rio De La Plata con Rio Mosela,Choque de Crucero,No respeto alto,0,0,1,1
23,12,2020,12,Miércoles,Rio De La Plata con Rio Pilon,Choque de Crucero,No respeto alto,0,0,1,1
21,3,2018,9,Miércoles,Rio De La Plata con Rio Potosi,Choque Lateral,Invadir carril,0,0,1,1
2,2,2017,18,Jueves,Rio De La Plata con Rio Potosi,Choque de Crucero,Distracción,0,0,1,1
24,5,2019,7,Viernes,Rio Rosas con Rio De La Plata,Estrellamiento,Otros,0,0,1,0
1,11,2018,10,Jueves,Rio Rosas con Rio De La Plata,Alcance,No guardo distancia,0,0,1,1
5,11,2015,14,Jueves,Rio Rosas con Rio De La Plata,Choque Diverso,Otros,0,0,1,1
6,4,2017,15,Jueves,Rio Rosas con Rio De La Plata,Choque Diverso,Otros,0,0,1,1
12,3,2015,15,Jueves,Rio Rosas con Rio De La Plata,Alcance,No guardo distancia,0,0,1,1
18,3,2016,16,Viernes,Rio Rosas con Rio De La Plata,Atropello,Distracción,0,0,1,0
19,8,2015,16,Miércoles,Rio Rosas con Rio De La Plata,Estrellamiento,Distracción,0,0,1,1
19,9,2016,17,Lunes,Rio Rosas con Rio De La Plata,Alcance,No guardo distancia,0,0,1,1
6,11,2017,10,Lunes,Rio De La Plata con Rio Salinas,Choque de Crucero,No respeto alto,0,0,1,1
3,9,2018,12,Lunes,Rio De La Plata con Rio Salinas,Choque Diverso,Otros,0,0,1,1
8,3,2017,13,Miércoles,Rio De La Plata con Rio Salinas,Choque de Crucero,No respeto alto,0,0,1,1
16,5,2017,20,Martes,Rio De La Plata con Rio San Juan,Choque de Crucero,No respeto alto,0,0,1,1
18,11,2015,0,Miércoles,Rio Tamesis con Rio De La Plata,Choque de Reversa,Distracción,0,0,1,1
12,12,2017,15,Martes,Rio Tamesis con Rio De La Plata,Choque Diverso,Distracción,0,0,1,1
12,6,2017,15,Lunes,Rio Tamesis con Rio De La Plata,Choque de Crucero,No respeto alto,0,0,1,1
9,8,2018,17,Jueves,Rio Tamesis con Rio De La Plata,Choque de Crucero,No respeto alto,0,0,1,1
20,11,2019,18,Miércoles,Rio Tamesis con Rio De La Plata,Choque Diverso,Otros,0,0,1,1
6,6,2019,17,Jueves,Rio Tamuin con Rio Don,Estrellamiento,Viro indevidamente,0,0,1,0
17,12,2020,3,Jueves,Rio Tamuin con Rio Don,NA,Otros,0,0,1,0
10,8,2020,13,Lunes,Sierra Leona con Rio Don,Choque de Crucero,No respeto alto,0,0,1,1
9,1,2018,18,Martes,Bosques De Canada con Rio Ebro,Choque de Reversa,Otros,0,0,1,1
4,11,2017,10,Sábado,Rio Elba con Rio Elba,Choque Diverso,Otros,0,0,0,1
10,2,2015,12,Martes,Rio Elba con Rio Elba,Choque Lateral,Invadir carril,1,0,0,2
15,4,2017,9,Sábado,Rio Lys con Rio Elba,Estrellamiento,Distracción,0,0,1,1
10,8,2015,13,Lunes,Rio Elba con Rio Mosa,Choque Diverso,Otros,0,0,1,1
8,1,2016,17,Viernes,Rio Elba con Rio Mosa,Estrellamiento,Otros,0,0,1,1
19,6,2015,22,Viernes,Rio Elba con Rio Rodano,Estrellamiento,Distracción,0,0,1,0
19,7,2016,12,Martes,Rio Eufrates con Rio Brenta,Choque de Crucero,No respeto alto,0,0,1,1
6,6,2018,7,Miércoles,Rio Eufrates con Rio Ebro,Choque Diverso,Otros,0,0,1,1
21,3,2018,13,Miércoles,Rio Eufrates con Rio Ebro,Alcance,No guardo distancia,0,0,1,1
19,8,2015,15,Miércoles,Rio Eufrates con Rio Ebro,Choque Diverso,Distracción,0,0,1,1
28,4,2016,18,Jueves,Rio Eufrates con Rio Ebro,Estrellamiento,NA,0,0,1,1
25,1,2015,21,Domingo,Rio Eufrates con Rio Ebro,Choque Diverso,Otros,0,0,1,1
14,6,2018,8,Jueves,Rio Eufrates con Rio Eufrates,Choque Lateral,Invadir carril,0,0,0,0
18,3,2015,18,Miércoles,Rio Eufrates con Rio Eufrates,Alcance,No guardo distancia,0,0,0,2
13,7,2015,3,Lunes,Rio Eufrates con Rio Ganges,Estrellamiento,Otros,0,0,1,0
16,3,2017,9,Jueves,Rio Eufrates con Rio Ganges,Choque de Reversa,Otros,0,0,1,1
8,8,2019,10,Jueves,Rio Eufrates con Rio Ganges,Alcance,No guardo distancia,0,0,1,1
25,7,2018,11,Miércoles,Rio Eufrates con Rio Ganges,Estrellamiento,Otros,0,0,1,0
12,9,2019,16,Jueves,Rio Eufrates con Rio Ganges,Estrellamiento,Distracción,0,0,1,0
26,8,2016,16,Viernes,Rio Eufrates con Rio Ganges,Choque de Reversa,Otros,0,0,1,1
27,10,2018,18,Sábado,Rio Eufrates con Rio Ganges,Estrellamiento,Viro indevidamente,0,0,1,1
31,7,2015,18,Viernes,Rio Eufrates con Rio Ganges,Choque Diverso,Otros,0,0,1,1
13,4,2016,8,Miércoles,Rio Eufrates con Rio Tiber,Alcance,No guardo distancia,0,0,1,1
5,10,2017,15,Jueves,Rio Eufrates con Rio Tiber,Estrellamiento,Distracción,0,0,1,1
13,9,2019,19,Viernes,Rio Eufrates con Rio Tiber,Alcance,No guardo distancia,0,0,1,1
31,12,2019,19,Martes,Rio Eufrates con Rio Tiber,Atropello,Invadir carril,0,0,1,0
11,2,2017,11,Sábado,Bosques De Canada con Rio Ganges,NA,Otros,0,0,1,1
14,7,2015,16,Martes,Bosques De Canada con Rio Ganges,Estrellamiento,Distracción,0,0,1,1
5,5,2016,10,Jueves,Rio Eufrates con Rio Ganges,Choque de Frente,Otros,0,0,1,1
18,4,2015,15,Sábado,Rio Eufrates con Rio Ganges,Estrellamiento,Distracción,0,0,1,1
9,8,2018,16,Jueves,Rio Eufrates con Rio Ganges,Alcance,No guardo distancia,0,0,1,1
10,3,2020,11,Martes,Rio Eufrates con Rio Ganges,Alcance,No guardo distancia,0,0,1,1
28,11,2018,8,Miércoles,Rio Tigris con Rio Ganges,Choque de Crucero,No respeto alto,0,0,1,1
23,4,2015,10,Jueves,Rio Tigris con Rio Ganges,Alcance,No guardo distancia,0,0,1,1
14,7,2018,16,Sábado,Rio Tigris con Rio Ganges,Alcance,No guardo distancia,0,0,1,1
9,6,2017,18,Viernes,Rio Tigris con Rio Ganges,Choque Diverso,Distracción,0,0,1,1
7,9,2019,2,Sábado,Rio Grijalva con Rio Amazonas,Choque Lateral,Invadir carril,0,0,1,1
20,3,2020,16,Viernes,Rio Grijalva con Rio Amazonas,Choque de Crucero,No respeto alto,0,0,1,1
7,7,2018,2,Sábado,Rio Grijalva con Rio Amazonas,Alcance,No guardo distancia,0,0,1,1
2,7,2017,2,Domingo,Rio Grijalva con Rio Amazonas,Choque Lateral,Invadir carril,0,0,1,1
2,7,2017,2,Domingo,Rio Grijalva con Rio Amazonas,Alcance,No guardo distancia,0,0,1,1
2,7,2017,2,Domingo,Rio Grijalva con Rio Amazonas,Choque Diverso,Distracción,0,0,1,1
14,8,2016,2,Domingo,Rio Grijalva con Rio Amazonas,Choque Lateral,Invadir carril,0,0,1,1
10,9,2016,2,Sábado,Rio Grijalva con Rio Amazonas,Choque de Crucero,No respeto alto,0,0,1,1
6,11,2016,3,Domingo,Rio Grijalva con Rio Amazonas,Estrellamiento,Distracción,0,0,1,1
15,11,2015,4,Domingo,Rio Grijalva con Rio Amazonas,Atropello,Distracción,0,0,1,0
7,11,2015,5,Sábado,Rio Grijalva con Rio Amazonas,Alcance,No guardo distancia,0,0,1,1
20,2,2015,9,Viernes,Rio Grijalva con Rio Amazonas,Choque de Crucero,No respeto alto,0,0,1,1
